# This file contains the mean and standard deviation of the squared overlap <ψ_alpha=2|φ_alpha>²> of the ground state wavefunction of the generalized Haldane-Shastry model with arbitrary interaction range α with the the ground state of alpha=2 Haldane-Shastry model.
# Here N is the system size, δ is the position disorder strength and α is the interaction range parameter.
# Columns: N, α, δ, mean of squared overlap <ψ_alpha=2|φ_alpha>²>, standard deviation of squared overlap
 
N, α, δ, mean, std_deviation
8 1.2 0.1 0.9992666593036266 0.00021095581606806515
8 1.3 0.1 0.9994449812776185 0.0001644691560322301
8 1.4 0.1 0.9995965689215085 0.0001229770609302051
8 1.5 0.1 0.9997225998079116 8.686419050849713e-5
8 1.6 0.1 0.9998240829889119 5.651175431535112e-5
8 1.7 0.1 0.9999018815367204 3.2293408433465425e-5
8 1.8 0.1 0.9999567319553623 1.4571903063259082e-5
8 1.9 0.1 0.9999892609549623 3.696349599599674e-6
8 2.0 0.1 1.0 0.0
8 2.1 0.1 0.9999893979755397 3.798451655563978e-6
8 2.2 0.1 0.999957832259258 1.5388207975326243e-5
8 2.3 0.1 0.9999056184396975 3.504553886912696e-5
8 2.4 0.1 0.9998330188816211 6.30255966776763e-5
8 2.5 0.1 0.9997402503059035 9.956175224560834e-5
8 2.6 0.1 0.9996274905234906 0.00014486512311236727
8 2.7 0.1 0.9994948844394488 0.0001991242715247758
8 2.8 0.1 0.9993425494234655 0.000262505054422479
8 2.9 0.1 0.9991705801268352 0.000335150610944445
8 3.0 0.1 0.9989790528121536 0.00041718147554714824
6 0.0 0.1 0.198641377077741 0.20746910476178065
6 0.0001 0.1 0.9980847101806637 0.0008659115922872671
6 0.001 0.1 0.9980864342754594 0.0008652926974091585
6 0.01 0.1 0.9981036313945708 0.0008591061662008636
6 0.1 0.1 0.9982712299440044 0.000797531702798599
6 0.2 0.1 0.9984481683442412 0.0007299426563122181
6 0.3 0.1 0.9986153971595876 0.0006635374745617691
6 0.4 0.1 0.9987729742108084 0.0005986349081363779
6 0.5 0.1 0.998920950965954 0.0005355480825415126
6 0.6 0.1 0.9990593719038088 0.00047458433246859704
