# This file contains the mean r-statistics values and standard errors for the generalized Haldane-Shastry model with arbitrary interaction range α 
 for various parameters in m=0 sector to analyse the data collapse as function of effective parameters αδ.
# Here N is the system size, hj is the magnetic field strength, δ is the position disorder strength and α is the interaction range parameter.
# Columns: N, hj, δ, αδ, mean_r_statistic, std_error
 
N, hj, δ, αδ, mean_r_statistic, std_error
16 0.5 0.5 11.0 0.3870369721441463 0.00022383514880951546
16 0.5 0.5 11.5 0.3860241552858037 0.00024025327470834185
16 0.5 0.5 12.0 0.38669838303736537 0.00027264080165185584
16 0.5 0.5 12.5 0.38598130330570474 0.0002581849025018141
16 0.5 0.5 13.0 0.38503092020018587 0.00028482154139776515
16 0.5 0.5 13.5 0.38467269369671525 0.00030670159445040485
16 0.5 0.5 14.0 0.3846463032482175 0.00032709890106428856
16 0.5 0.5 14.5 0.3843656615562346 0.0003307869349004922
16 0.5 0.5 15.0 0.3839442542310729 0.00034800471862851055
16 0.5 0.8 0.5 0.5287048464568184 9.120077970476667e-5
16 0.5 0.8 1.0 0.5157320677002085 0.0005768656137500954
16 0.5 0.8 1.5 0.49214958080591503 0.0008036604072949075
16 0.5 0.8 2.0 0.47380141589858404 0.0008117000481005891
16 0.5 0.8 2.5 0.45578040883756554 0.0007529327359404583
16 0.5 0.8 3.0 0.4404146978453918 0.0007380602473838574
16 0.5 0.8 3.5 0.4266351970211686 0.0006700754926009876
16 0.5 0.8 4.0 0.4156427285740056 0.0005635181543430528
16 0.5 0.8 4.5 0.40697277903630097 0.0004999653505446842
16 0.5 0.8 5.0 0.40285714816340856 0.00040307233988783113
16 0.5 0.8 5.5 0.3978996609937993 0.0003130102358147378
16 0.5 0.8 6.0 0.39626849170502515 0.00029219863088920933
16 0.5 0.8 6.5 0.3938718320844598 0.0002119056341689829
16 0.5 0.8 7.0 0.39244325341437664 0.000205159659675749
16 0.5 0.8 7.5 0.3914827261583212 0.0001851194158399582
16 0.5 0.8 8.0 0.39067878269012235 0.00018404396023845456
16 0.5 0.8 8.5 0.3897346095348204 0.000186106647510458
16 0.5 0.8 9.0 0.38890760071936736 0.00018893823409319626
16 0.5 0.8 9.5 0.38847715077707357 0.00019768416717301656
16 0.5 0.8 10.0 0.3876696284613614 0.00021338971925118403
16 0.5 0.8 10.5 0.38733817481448685 0.00021420371632094117
16 0.5 0.8 11.0 0.38704013927715286 0.00023183754712666508
16 0.5 0.8 11.5 0.3867748403325636 0.00024732884520988684
16 0.5 0.8 12.0 0.386007867410009 0.0002523319671703198
16 0.5 0.8 12.5 0.3859852287629425 0.0002618459314472938
16 0.5 0.8 13.0 0.3855209172253051 0.00026359733844563677
16 0.5 0.8 13.5 0.385027963785249 0.000299488169611969
16 0.5 0.8 14.0 0.38500190174706345 0.0002984793593621512
16 0.5 0.8 14.5 0.38433839543848974 0.00032924165678530147
16 0.5 0.8 15.0 0.3848170349514928 0.0003190202134221043
16 0.5 1.0 0.5 0.5255973256068118 0.0001897391383809633
16 0.5 1.0 1.0 0.5116960934366054 0.0006467161184069374
16 0.5 1.0 1.5 0.49098416993132993 0.0008032556679269532
16 0.5 1.0 2.0 0.4743722772000412 0.0008182553734078815
16 0.5 1.0 2.5 0.461498465897493 0.0007555248241232835
16 0.5 1.0 3.0 0.44949972436146 0.0007103293864932525
16 0.5 1.0 3.5 0.43454320675262015 0.0006757751982190575
16 0.5 1.0 4.0 0.4241202110378749 0.0006227896426918105
16 0.5 1.0 4.5 0.4134239311113139 0.0005316781795584825
16 0.5 1.0 5.0 0.4071026767742142 0.00044995092797492814
16 0.5 1.0 5.5 0.4020776920114922 0.0003850841897389361
16 0.5 1.0 6.0 0.3982734179512881 0.0003047703856804021
16 0.5 1.0 6.5 0.3954104239924525 0.0002598501847981326
16 0.5 1.0 7.0 0.3938356610899725 0.00023548535371109686
16 0.5 1.0 7.5 0.39196168737810705 0.00029259120999028
16 0.5 1.0 8.0 0.3913997200277001 0.0001942484000621502
16 0.5 1.0 8.5 0.38961478336630817 0.00047793637545513187
16 0.5 1.0 9.0 0.3885688159799181 0.0006440126101404135
16 0.5 1.0 9.5 0.38640879067185047 0.0009650801986626884
16 0.5 1.0 10.0 0.3859106503986066 0.0008834351500852935
16 0.5 1.0 10.5 0.3840287206910246 0.0010674203941438737
16 0.5 1.0 11.0 0.3808767754362758 0.001301180889693604
16 0.5 1.0 11.5 0.3793565609948444 0.0014547079398590454
16 0.5 1.0 12.0 0.3785779207884336 0.0014964334563068575
16 0.5 1.0 12.5 0.3784662618074616 0.0015406093812893394
16 0.5 1.0 13.0 0.36928746312638794 0.0020870606909802205
16 0.5 1.0 13.5 0.36610467076403236 0.0023449225580077994
16 0.5 1.0 14.0 0.36928789881932983 0.002054651632442606
16 0.5 1.0 14.5 0.3612138824737223 0.002520879049865325
16 0.5 1.0 15.0 0.36256591163028473 0.0024422353889223146
16 0.8 0.1 0.5 0.5279907237409284 0.00016042198186598674
16 0.8 0.1 1.0 0.5229704092124294 0.000305657609318696
16 0.8 0.1 1.5 0.4928166835787203 0.0008889366956781968
16 0.8 0.1 2.0 0.4483932682870526 0.0010214057078067253
16 0.8 0.1 2.5 0.4262097348638184 0.0008893757277779063
16 0.8 0.1 3.0 0.41019692019595755 0.0006337650925613725
16 0.8 0.1 3.5 0.40109244802106453 0.00044586836473784646
16 0.8 0.1 4.0 0.3967288156499885 0.00036170107198102615
16 0.8 0.1 4.5 0.3936282464923321 0.00023838146093732097
16 0.8 0.1 5.0 0.3923632652396403 0.00020882240696750684
16 0.8 0.1 5.5 0.3908264760656998 0.00016587086296862663
16 0.8 0.1 6.0 0.3903242081295812 0.00015167355463337643
16 0.8 0.1 6.5 0.3894783540852346 0.00013965674618393424
16 0.8 0.1 7.0 0.3889852123643449 0.00013219209676170577
16 0.8 0.1 7.5 0.3885803282799085 0.00013492609242634414
16 0.8 0.1 8.0 0.38801231453179186 0.00014929716673153063
16 0.8 0.1 8.5 0.3877593044733333 0.00015961828854845064
16 0.8 0.1 9.0 0.38722215366151835 0.00017934708119974168
16 0.8 0.1 9.5 0.38720542797517576 0.0001757725791561232
16 0.8 0.1 10.0 0.38658393807828834 0.00021428163480228694
16 0.8 0.1 10.5 0.3863894690053738 0.00023273483435670524
16 0.8 0.1 11.0 0.3861950198707621 0.0002447001352859985
16 0.8 0.1 11.5 0.38584295891554227 0.0002490688106652894
16 0.8 0.1 12.0 0.38516637731832637 0.0002914130960331366
16 0.8 0.1 12.5 0.3853335703861571 0.0002825366911086898
16 0.8 0.1 13.0 0.38495249032507817 0.00030267021819629594
16 0.8 0.1 13.5 0.3848062277911122 0.0003105072334000712
16 0.8 0.1 14.0 0.38448259426830406 0.0003253355124557066
16 0.8 0.1 14.5 0.38421044575302843 0.0003291236566065897
16 0.8 0.1 15.0 0.3846155090372955 0.00032217917480090787
16 0.8 0.3 0.5 0.5300809556337701 8.512036101797658e-5
16 0.8 0.3 1.0 0.5244396853512872 0.0002594683442034816
16 0.8 0.3 1.5 0.491550080608714 0.0008955846622589267
16 0.8 0.3 2.0 0.452078852362809 0.001013766166410553
16 0.8 0.3 2.5 0.4252321479844832 0.000858620976991195
16 0.8 0.3 3.0 0.4107146122642596 0.0006432832710946089
16 0.8 0.3 3.5 0.4036854021205247 0.0005152372591636221
16 0.8 0.3 4.0 0.39785825356784854 0.0003661306593104232
16 0.8 0.3 4.5 0.3945652843506804 0.00027445732322171624
16 0.8 0.3 5.0 0.3927821244778862 0.00023262830391925323
16 0.8 0.3 5.5 0.39127199560592024 0.00016286805397201283
16 0.8 0.3 6.0 0.3907079375880501 0.00016058052952235333
16 0.8 0.3 6.5 0.3896234128941721 0.00013829391783418775
16 0.8 0.3 7.0 0.38923826463753297 0.0001318970495898896
16 0.8 0.3 7.5 0.3888854996911436 0.0001475382220960424
16 0.8 0.3 8.0 0.38824207176237857 0.0001501597737841247
16 0.8 0.3 8.5 0.3878350516101861 0.00015232552838609942
16 0.8 0.3 9.0 0.38735575007811857 0.00017159595048981516
16 0.8 0.3 9.5 0.3871267741276688 0.00017905808021449583
16 0.8 0.3 10.0 0.3866348468053266 0.00021393341930886958
16 0.8 0.3 10.5 0.38619036664651174 0.00021684357889586433
16 0.8 0.3 11.0 0.38627919287018436 0.0002227078276126917
16 0.8 0.3 11.5 0.38541721819163427 0.00027500939619889953
16 0.8 0.3 12.0 0.38610080502559946 0.0002476559871399991
16 0.8 0.3 12.5 0.38550550949546997 0.0002940535254443741
16 0.8 0.3 13.0 0.3857330213799308 0.0002689500508720739
16 0.8 0.3 13.5 0.38483064033037906 0.00030666160141750045
16 0.8 0.3 14.0 0.3848315007778437 0.00031380056875122514
16 0.8 0.3 14.5 0.3846263706603034 0.0003129655848011801
16 0.8 0.3 15.0 0.3839532692510107 0.0003378748626300372
16 0.8 0.5 0.5 0.5300981040440563 8.539863864986231e-5
16 0.8 0.5 1.0 0.524633552026384 0.00023837917891487227
16 0.8 0.5 1.5 0.4932051458719362 0.0008149594622500019
16 0.8 0.5 2.0 0.4548718489107597 0.0009611021288685299
16 0.8 0.5 2.5 0.43060044578745515 0.000844180502488895
16 0.8 0.5 3.0 0.413361901447109 0.000644295885124305
16 0.8 0.5 3.5 0.40538149300374066 0.0004998255525949135
16 0.8 0.5 4.0 0.3988255403862775 0.0003416728797338905
16 0.8 0.5 4.5 0.3959817992025188 0.00030610612419135414
16 0.8 0.5 5.0 0.39378742215779683 0.00025340238980950516
16 0.8 0.5 5.5 0.3919696983956823 0.00019441819801865174
16 0.8 0.5 6.0 0.39113669371310933 0.00016015919548756317
16 0.8 0.5 6.5 0.3900924990897863 0.00013895949906455267
16 0.8 0.5 7.0 0.3896566415872951 0.00014553389316303598
16 0.8 0.5 7.5 0.3892638024198963 0.00014826658502946227
16 0.8 0.5 8.0 0.3882231949188283 0.0001572384816378808
16 0.8 0.5 8.5 0.3882691984638486 0.00015859865147221618
16 0.8 0.5 9.0 0.3876473850125848 0.0001749913258093454
16 0.8 0.5 9.5 0.3872663977540231 0.00020009773813029326
16 0.8 0.5 10.0 0.3870364411147505 0.0001850437158197197
16 0.8 0.5 10.5 0.38631648416014414 0.00022658448686810822
16 0.8 0.5 11.0 0.386163732704565 0.00021435476078765945
16 0.8 0.5 11.5 0.38625300229282117 0.00024483862819595515
16 0.8 0.5 12.0 0.38551761826474984 0.0002641277882687547
16 0.8 0.5 12.5 0.38563590247118223 0.0002684966411274883
16 0.8 0.5 13.0 0.385693579252638 0.00028058339869013206
16 0.8 0.5 13.5 0.38501696034470534 0.0003099639533491709
16 0.8 0.5 14.0 0.3849063104561077 0.0002969447171382804
16 0.8 0.5 14.5 0.38460356914488647 0.0003147369508262454
16 0.8 0.5 15.0 0.38417986121673364 0.00035389947386836465
16 0.8 0.8 0.5 0.5291061862436648 8.9699743153568e-5
16 0.8 0.8 1.0 0.5210788981782011 0.000451894511425179
16 0.8 0.8 1.5 0.4927884919118035 0.0007724680971250301
16 0.8 0.8 2.0 0.46832979781857553 0.0008305658893453083
16 0.8 0.8 2.5 0.44249937112919907 0.0007976113996707897
16 0.8 0.8 3.0 0.4250479588650214 0.0007005170151682506
16 0.8 0.8 3.5 0.4110576362674407 0.0005524904146091002
16 0.8 0.8 4.0 0.403149413986426 0.00042077136368958156
16 0.8 0.8 4.5 0.39889407495065154 0.00031549239027477507
16 0.8 0.8 5.0 0.3955511216786147 0.00026916861600084264
16 0.8 0.8 5.5 0.3931202896842149 0.00021899802578799336
16 0.8 0.8 6.0 0.39162059330275495 0.00016797124261273223
16 0.8 0.8 6.5 0.3908923288909267 0.0001559325475482881
16 0.8 0.8 7.0 0.3900178031877767 0.0001667407102982535
16 0.8 0.8 7.5 0.3895424191726624 0.0001510221745950004
16 0.8 0.8 8.0 0.3888992689751783 0.0001514821241067237
16 0.8 0.8 8.5 0.38855799723392387 0.00015528065477663614
16 0.8 0.8 9.0 0.38801897474939573 0.0001614309441582021
16 0.8 0.8 9.5 0.38737084113000114 0.0001808177254630702
16 0.8 0.8 10.0 0.38720763775665834 0.00019776632067554888
16 0.8 0.8 10.5 0.3869701629975306 0.00020510135006292799
16 0.8 0.8 11.0 0.3863242654598743 0.00022234359016867577
16 0.8 0.8 11.5 0.3859454779766212 0.0002594834022918676
16 0.8 0.8 12.0 0.3856762640114641 0.00027182636972245965
16 0.8 0.8 12.5 0.38558711030983517 0.0002696278775112292
16 0.8 0.8 13.0 0.3853345825553388 0.0002785880499385184
16 0.8 0.8 13.5 0.38467546909127226 0.0003034540739553604
16 0.8 0.8 14.0 0.38497963795606294 0.00031682453979200943
16 0.8 0.8 14.5 0.38429734749216227 0.000344750765098129
16 0.8 0.8 15.0 0.3845562325216423 0.0003300351698434199
16 0.8 1.0 0.5 0.5275296106288506 0.00014093760322694495
16 0.8 1.0 1.0 0.5162518570768346 0.0005587892081207142
16 0.8 1.0 1.5 0.4945057207605621 0.0007974869693616089
16 0.8 1.0 2.0 0.47323232004401755 0.0007656002319412303
16 0.8 1.0 2.5 0.4525332027203805 0.0007423748994512937
16 0.8 1.0 3.0 0.4348657301652048 0.0006698886078805486
16 0.8 1.0 3.5 0.4201153092752359 0.0005754599670547556
16 0.8 1.0 4.0 0.4102925918359284 0.0004896344645175979
16 0.8 1.0 4.5 0.40303154030907784 0.0003894357845771492
16 0.8 1.0 5.0 0.39804359275628554 0.0002925538862368659
16 0.8 1.0 5.5 0.3952074218437448 0.00021445852012571452
16 0.8 1.0 6.0 0.3928419429466168 0.00019013161664768171
16 0.8 1.0 6.5 0.39169487201768965 0.00018507630320091956
16 0.8 1.0 7.0 0.3907372730598255 0.0001477872494971425
16 0.8 1.0 7.5 0.38963256956499037 0.00038858470811493223
16 0.8 1.0 8.0 0.3881123304945269 0.0005423383709369196
16 0.8 1.0 8.5 0.3870765800097961 0.0006593921467292146
16 0.8 1.0 9.0 0.38645814363724384 0.0007918748746034319
16 0.8 1.0 9.5 0.38596891868853844 0.0008054788900635485
16 0.8 1.0 10.0 0.3850018759309347 0.0008498534243830207
16 0.8 1.0 10.5 0.3841577176620861 0.0008878703281648836
16 0.8 1.0 11.0 0.38083582374680197 0.0013267097548081593
16 0.8 1.0 11.5 0.3795789876312014 0.001426639692876066
16 0.8 1.0 12.0 0.3779994047641986 0.0015169621554146757
16 0.8 1.0 12.5 0.37489125873262 0.001787519953907128
16 0.8 1.0 13.0 0.37167995662283393 0.0019760824209439387
16 0.8 1.0 13.5 0.37121902066147494 0.0019720090650215396
16 0.8 1.0 14.0 0.36693789287987 0.0022174258302251437
16 0.8 1.0 14.5 0.3680876603228442 0.002123619720067448
16 0.8 1.0 15.0 0.3581682058361296 0.0026073477983160707
16 1.0 0.1 0.5 0.5201230726682258 0.00047045041471740237
16 1.0 0.1 1.0 0.5083248775069346 0.0006978765930763266
16 1.0 0.1 1.5 0.47377143402723615 0.0010076120654989513
16 1.0 0.1 2.0 0.4356977875833515 0.0010125313870498146
16 1.0 0.1 2.5 0.4138522324894993 0.000718618084619802
16 1.0 0.1 3.0 0.40318242533810295 0.0005542778808334465
16 1.0 0.1 3.5 0.3969440022001007 0.00038001569740062253
16 1.0 0.1 4.0 0.39381015429461996 0.0002592698787999063
16 1.0 0.1 4.5 0.39190449132281546 0.00019458638992928324
16 1.0 0.1 5.0 0.39054955496021143 0.0001523225643311627
16 1.0 0.1 5.5 0.38999207882043696 0.00014052185907979553
16 1.0 0.1 6.0 0.389175122026372 0.00013536934294562287
16 1.0 0.1 6.5 0.388773643101672 0.00012628365267241916
16 1.0 0.1 7.0 0.38823239041944557 0.000133624912577013
16 1.0 0.1 7.5 0.3880048206281683 0.00014005767052631429
16 1.0 0.1 8.0 0.38775500374233673 0.00015098604876122694
16 1.0 0.1 8.5 0.3875113202501423 0.00016150583721245428
16 1.0 0.1 9.0 0.3870649022133703 0.0001744141190773612
16 1.0 0.1 9.5 0.3869341274511097 0.00017550088108464034
16 1.0 0.1 10.0 0.3864742651587894 0.00019570550885626353
16 1.0 0.1 10.5 0.38649400096377196 0.00020743596590498727
16 1.0 0.1 11.0 0.3860046651525731 0.0002056926355361661
16 1.0 0.1 11.5 0.3858875533018669 0.0002566731512539286
16 1.0 0.1 12.0 0.385550751587276 0.0002596471403861198
16 1.0 0.1 12.5 0.3859944896949943 0.00025287141989530174
16 1.0 0.1 13.0 0.38548879265687475 0.00028145694707052354
16 1.0 0.1 13.5 0.3848042225022581 0.0003163787348823771
16 1.0 0.1 14.0 0.3850147578868042 0.0003090345760855963
16 1.0 0.1 14.5 0.3847263889900671 0.00031674727926756733
16 1.0 0.1 15.0 0.3845147083143514 0.00034148570938118003
16 1.0 0.3 0.5 0.5293785305787152 9.311592062755677e-5
16 1.0 0.3 1.0 0.5127182162335817 0.0005926504904633835
16 1.0 0.3 1.5 0.4752666652179112 0.001016043626765711
16 1.0 0.3 2.0 0.4378313545649807 0.00097895100526351
16 1.0 0.3 2.5 0.41561795885180763 0.0007332878203560282
16 1.0 0.3 3.0 0.40349123204563403 0.0004950280255966982
16 1.0 0.3 3.5 0.39799732153531414 0.000385815623480018
16 1.0 0.3 4.0 0.3943454277714297 0.0002455227214578996
16 1.0 0.3 4.5 0.3926843369825151 0.00021353004573715785
16 1.0 0.3 5.0 0.3911409211065786 0.0001532976997032255
16 1.0 0.3 5.5 0.39009212464134935 0.00013689642411537242
16 1.0 0.3 6.0 0.3895646548299721 0.000136598813747128
16 1.0 0.3 6.5 0.38905036886879724 0.00013347530379082844
16 1.0 0.3 7.0 0.3884466639844529 0.0001324318637838324
16 1.0 0.3 7.5 0.3883378367855956 0.00014510760582689227
16 1.0 0.3 8.0 0.38803499327595364 0.00014479956033050054
16 1.0 0.3 8.5 0.3876722574809106 0.00016968988953507035
16 1.0 0.3 9.0 0.38715227416285325 0.00017087371672192068
16 1.0 0.3 9.5 0.3868583962637441 0.00018983917761347817
16 1.0 0.3 10.0 0.38694175728640007 0.00018791598000555883
16 1.0 0.3 10.5 0.386725741635798 0.0002266263473303245
16 1.0 0.3 11.0 0.3859192063429228 0.0002431946466344505
16 1.0 0.3 11.5 0.3860787627970606 0.0002497806644765388
16 1.0 0.3 12.0 0.3852843174983323 0.00026569708150043266
16 1.0 0.3 12.5 0.38545712471700916 0.0002529650494966135
16 1.0 0.3 13.0 0.3851380176339786 0.00028252298317293055
16 1.0 0.3 13.5 0.3848374900356882 0.00033769584795363607
16 1.0 0.3 14.0 0.3847870593181816 0.0003036974309244498
16 1.0 0.3 14.5 0.3845001706675206 0.000344815286129992
16 1.0 0.3 15.0 0.3839344511751351 0.0003900708130796592
16 1.0 0.5 0.5 0.5301286041805745 8.628928092841398e-5
16 1.0 0.5 1.0 0.5222153287109064 0.0002519343595128215
16 1.0 0.5 1.5 0.4807286442955987 0.0008913249110353917
16 1.0 0.5 2.0 0.4426887824550802 0.0009306289300983365
16 1.0 0.5 2.5 0.4196265175400515 0.0007626212973995782
16 1.0 0.5 3.0 0.40654310131251026 0.0005529549031636717
16 1.0 0.5 3.5 0.3995889724144582 0.0003786823268267584
16 1.0 0.5 4.0 0.3958849804338297 0.0003140385169895065
16 1.0 0.5 4.5 0.39260478017211725 0.00020126843591742192
16 1.0 0.5 5.0 0.39145537367440825 0.00017101757084057206
16 1.0 0.5 5.5 0.3907190365364231 0.00015771786354414432
16 1.0 0.5 6.0 0.39003157518707204 0.00014356602986920067
16 1.0 0.5 6.5 0.38935047807048184 0.0001390155795395401
16 1.0 0.5 7.0 0.38881741516868007 0.00013555427517998988
16 1.0 0.5 7.5 0.38876318726528475 0.0001384450195037411
16 1.0 0.5 8.0 0.38815356304628784 0.00015461686987749935
16 1.0 0.5 8.5 0.3879211171596952 0.00014689215845340662
16 1.0 0.5 9.0 0.38711882958996396 0.00019461703535538587
16 1.0 0.5 9.5 0.387184882959355 0.00018711995393638593
16 1.0 0.5 10.0 0.38677472478556063 0.00020069045171010962
16 1.0 0.5 10.5 0.3865402270997121 0.0002164880710970306
16 1.0 0.5 11.0 0.3861335717770358 0.0002211722734653884
16 1.0 0.5 11.5 0.3856685955898849 0.00023534038088647116
16 1.0 0.5 12.0 0.3855614231416502 0.00024536946793399505
16 1.0 0.5 12.5 0.3852416816274592 0.00024676773579351314
16 1.0 0.5 13.0 0.38480589481411975 0.0002947227348953979
16 1.0 0.5 13.5 0.38444228297319727 0.0003184289335419767
16 1.0 0.5 14.0 0.3842671006785909 0.0003421432018653341
16 1.0 0.5 14.5 0.38424602728138796 0.0003477457395093749
16 1.0 0.5 15.0 0.38449794782715874 0.0003435266193729791
16 1.0 0.8 0.5 0.5292464443720593 8.52016754511093e-5
16 1.0 0.8 1.0 0.5217952379376641 0.0004096411519073378
16 1.0 0.8 1.5 0.492910277517406 0.000764029178474473
16 1.0 0.8 2.0 0.4585453034802116 0.0008370786311107577
16 1.0 0.8 2.5 0.4315746051815047 0.0007200674737488621
16 1.0 0.8 3.0 0.4147285227590738 0.0005807155106488215
16 1.0 0.8 3.5 0.4051127013453624 0.00045331592838886647
16 1.0 0.8 4.0 0.39893959710107635 0.00033547430415825934
16 1.0 0.8 4.5 0.3954994685779325 0.00027322969701039753
16 1.0 0.8 5.0 0.39309275067742416 0.00019236978013483554
16 1.0 0.8 5.5 0.391402352859735 0.00016188459496783089
16 1.0 0.8 6.0 0.39041054269717285 0.00013374683491614492
16 1.0 0.8 6.5 0.3898716977493298 0.00013479542815312588
16 1.0 0.8 7.0 0.38925131897853227 0.00013843580724980865
16 1.0 0.8 7.5 0.38868951883647684 0.00015044319042358475
16 1.0 0.8 8.0 0.3884168388131925 0.00015316138112657945
16 1.0 0.8 8.5 0.38781610264270927 0.0001628646756342545
16 1.0 0.8 9.0 0.38766079039127993 0.00016870726393637602
16 1.0 0.8 9.5 0.38715657775641116 0.00018876728080259545
16 1.0 0.8 10.0 0.3868850352640789 0.00020937702586156805
16 1.0 0.8 10.5 0.38635183670171935 0.00022069141680854156
16 1.0 0.8 11.0 0.38589431289973314 0.00021127480255553208
16 1.0 0.8 11.5 0.38589056808280586 0.000241547136641293
16 1.0 0.8 12.0 0.38544671237746453 0.00025834959325832945
16 1.0 0.8 12.5 0.385560714343437 0.0002604808513001903
16 1.0 0.8 13.0 0.3852686055963375 0.00025888736187462967
16 1.0 0.8 13.5 0.38520781511402985 0.0002738100145882971
16 1.0 0.8 14.0 0.38474654565858324 0.0003205142226081962
16 1.0 0.8 14.5 0.3844242087591914 0.0003140310612729677
16 1.0 0.8 15.0 0.38385382781018523 0.0003400257867502945
16 1.0 1.0 0.5 0.5280324970482123 0.0001337338943858303
16 1.0 1.0 1.0 0.5175790049877995 0.0005246819007113149
16 1.0 1.0 1.5 0.4957481698739105 0.0007900401527067558
16 1.0 1.0 2.0 0.46962543887054126 0.0007670045117199332
16 1.0 1.0 2.5 0.4439562575001578 0.0006913568236274572
16 1.0 1.0 3.0 0.4243876980417042 0.0006128853023230818
16 1.0 1.0 3.5 0.41167674476462396 0.0004981363967438885
16 1.0 1.0 4.0 0.4036955426621182 0.0003815164356200204
16 1.0 1.0 4.5 0.39781838900522554 0.0002551812506143194
16 1.0 1.0 5.0 0.395114976276921 0.00021809924834718418
16 1.0 1.0 5.5 0.3925979769975827 0.00017385027443521029
16 1.0 1.0 6.0 0.39144405445203967 0.00015722728915052434
16 1.0 1.0 6.5 0.39027883390655804 0.0001404226034403142
16 1.0 1.0 7.0 0.3896927251741888 0.00015433228109274397
16 1.0 1.0 7.5 0.389357634831595 0.00015275348708165568
16 1.0 1.0 8.0 0.3884570114163764 0.0002218159742331519
16 1.0 1.0 8.5 0.38763629081670326 0.00037301632896959884
16 1.0 1.0 9.0 0.3865229511046776 0.0006910475859226612
16 1.0 1.0 9.5 0.3860874535052155 0.0006559799404250393
16 1.0 1.0 10.0 0.38576833048831566 0.0006585955966289895
16 1.0 1.0 10.5 0.3837199829214944 0.0009683575716408134
16 1.0 1.0 11.0 0.3814770765554192 0.001139408645302391
16 1.0 1.0 11.5 0.3797166008257364 0.0013637315280347559
16 1.0 1.0 12.0 0.37694691420719306 0.0015968186580533773
16 1.0 1.0 12.5 0.3713094229487148 0.00198659613196965
16 1.0 1.0 13.0 0.3698012863945075 0.002104616127615797
16 1.0 1.0 13.5 0.37076084426263456 0.0020074924866039846
16 1.0 1.0 14.0 0.3699987979418349 0.002095624774544541
16 1.0 1.0 14.5 0.3659329824850069 0.002334183938366101
16 1.0 1.0 15.0 0.3645270362388303 0.0022363130561036883
14 0.5 0.1 0.5 0.5300032952175732 0.00016746623130571505
14 0.5 0.1 1.0 0.5270130816836297 0.00020111658918496938
14 0.5 0.1 1.5 0.5000955699533551 0.0007483019574206419
14 0.5 0.1 2.0 0.46477589535737523 0.0009248682454445725
14 0.5 0.1 2.5 0.44257904510459634 0.0008817335606775709
14 0.5 0.1 3.0 0.42672350288348 0.0007319694542533498
14 0.5 0.1 3.5 0.4168357582086918 0.000658971883514341
14 0.5 0.1 4.0 0.41010412348111086 0.0005350333691450472
14 0.5 0.1 4.5 0.4046658700317088 0.0004772537272785743
14 0.5 0.1 5.0 0.40054529965366514 0.00039685782844790584
14 0.5 0.1 5.5 0.39850392357256964 0.0004003007470807188
14 0.5 0.1 6.0 0.39596530836432103 0.000332100336365931
14 0.5 0.1 6.5 0.39442501884880193 0.00029205046312756475
14 0.5 0.1 7.0 0.39289550992464795 0.0003185758395821779
14 0.5 0.1 7.5 0.39174582751780557 0.0003163685149161369
14 0.5 0.1 8.0 0.3903661504279893 0.000328982961315877
14 0.5 0.1 8.5 0.38904167317467436 0.0003595509594308354
14 0.5 0.1 9.0 0.38826926469775846 0.0003744650342579501
14 0.5 0.1 9.5 0.3871010743365985 0.0003736576392034601
14 0.5 0.1 10.0 0.3863000401484946 0.00038594920179484295
14 0.5 0.1 10.5 0.3863426591431597 0.00038000182353240284
14 0.5 0.1 11.0 0.3843649513143208 0.00039692642891540425
14 0.5 0.1 11.5 0.38430107563011057 0.0004375404193854109
14 0.5 0.1 12.0 0.38318199809188824 0.0004542569962615519
14 0.5 0.1 12.5 0.3831783981966142 0.0004822624745064508
14 0.5 0.1 13.0 0.382790874100828 0.0004999156121081464
14 0.5 0.1 13.5 0.3827725011657874 0.00047489609220308245
14 0.5 0.1 14.0 0.3818438541666452 0.000538893436506312
14 0.5 0.1 14.5 0.3812169351333867 0.0005491286175664396
14 0.5 0.1 15.0 0.38054388632277625 0.000577843962720552
14 0.5 0.3 0.5 0.529768080860031 0.0001625363504690566
14 0.5 0.3 1.0 0.5270648309949755 0.00022846144695034154
14 0.5 0.3 1.5 0.49968831296346305 0.0007733874299120585
14 0.5 0.3 2.0 0.46742809826345816 0.0009028159799915394
14 0.5 0.3 2.5 0.4440629760073349 0.0008206839727755317
14 0.5 0.3 3.0 0.4296234501999497 0.0007612535568797131
14 0.5 0.3 3.5 0.4189793086670331 0.0006522219753698533
14 0.5 0.3 4.0 0.4120575561334017 0.0005585890761077883
14 0.5 0.3 4.5 0.40581496578082066 0.000468655040598509
14 0.5 0.3 5.0 0.4028344757005035 0.0004510745361268251
14 0.5 0.3 5.5 0.3994762558281198 0.00036894453903083636
14 0.5 0.3 6.0 0.3971500883534189 0.0003346072384067237
14 0.5 0.3 6.5 0.39459525311072285 0.0003217266324247351
14 0.5 0.3 7.0 0.393246894257957 0.00032596653354241095
14 0.5 0.3 7.5 0.3915627730468529 0.00032287538572149194
14 0.5 0.3 8.0 0.3904589802360406 0.00031871928623873754
14 0.5 0.3 8.5 0.3894218683271184 0.00031982917816063456
14 0.5 0.3 9.0 0.3883425767364607 0.0003404156621068996
14 0.5 0.3 9.5 0.387142234814815 0.0003701438931676278
14 0.5 0.3 10.0 0.38704597329403406 0.00036246192587015616
14 0.5 0.3 10.5 0.3863360032297266 0.000393095449876071
