# This file contains the mean IPR and standard errors for the generalized Haldane-Shastry model with arbitrary interaction range α 
 for various parameters in m=0 for this disordered systems.
# Here N is the system size, hj is the magnetic field strength, δ is the position disorder strength and α is the interaction range parameter.
# Columns: N, hj, δ, α, mean_r_statistic, std_error
 
N, hj, δ, α, -log2(IPR), std_error
10 0.8 0.3 0.2 5.423698210491441 0.007381518124403456
10 0.8 0.3 0.4 5.6710517803456035 0.006286850396568584
10 0.8 0.3 0.6 5.871903893183179 0.007633910823600252
10 0.8 0.3 0.8 5.896789996041509 0.008309247493791245
10 0.8 0.3 1.0 5.8370301061001255 0.00904720174103971
10 0.8 0.3 1.2 5.735928938456517 0.009968384841680658
10 0.8 0.3 1.4 5.6207859992378175 0.012197638782266504
10 0.8 0.3 1.6 5.550829142364243 0.013324691668447191
10 0.8 0.3 1.8 5.457969783756247 0.015026327730880971
10 0.8 0.3 2.0 5.364457109204047 0.017469568677344782
10 0.8 0.3 2.2 5.313891076835537 0.01733183537570194
10 0.8 0.3 2.4 5.253634762324108 0.018528081548781803
10 0.8 0.3 2.6 5.177651627269764 0.018902014717649348
10 0.8 0.3 2.8 5.144305893237793 0.019107218293463932
10 0.8 0.3 3.0 5.033567615169496 0.020106042507954523
10 0.8 0.5 0.0 4.820972580168781 0.006419754700622859
10 0.8 0.5 0.2 5.412850400903251 0.007592375177405824
10 0.8 0.5 0.4 5.690871345318802 0.006307412345802048
10 0.8 0.5 0.6 5.877938815106897 0.007433902685143352
10 0.8 0.5 0.8 5.89277588209107 0.007855994522881913
10 0.8 0.5 1.0 5.793447552459608 0.008984609803737586
10 0.8 0.5 1.2 5.671608095947647 0.010466647063533115
10 0.8 0.5 1.4 5.528841619746276 0.011974315186816027
10 0.8 0.5 1.6 5.385559254558121 0.014303605753569268
10 0.8 0.5 1.8 5.23121826085434 0.015608356588165513
10 0.8 0.5 2.0 5.097565194814362 0.017645051954696896
10 0.8 0.5 2.2 4.963362146044307 0.018654187370672117
10 0.8 0.5 2.4 4.830390262315874 0.01915057394924103
10 0.8 0.5 2.6 4.693931893712282 0.01991048811624617
10 0.8 0.5 2.8 4.573201236815735 0.020826403073849448
10 0.8 0.5 3.0 4.44083421477373 0.021036830223908707
10 0.8 0.8 0.0 4.811487925762197 0.006502274754251843
10 0.8 0.8 0.2 5.41014363152664 0.007230360331183065
10 0.8 0.8 0.4 5.71254251300765 0.00722214659367163
10 0.8 0.8 0.6 5.8695493598601445 0.00782891627453222
10 0.8 0.8 0.8 5.791307267522117 0.008336700821237764
10 0.8 0.8 1.0 5.6252780236607105 0.01005789972020718
10 0.8 0.8 1.2 5.392972101349013 0.01283000517843197
10 0.8 0.8 1.4 5.140026633247016 0.015242839666741127
10 0.8 0.8 1.6 4.938280911937899 0.017470037708877912
10 0.8 0.8 1.8 4.722962189912686 0.018465999869264473
10 0.8 0.8 2.0 4.534383791489965 0.01877836395996328
10 0.8 0.8 2.2 4.379981990929051 0.019726052285325413
10 0.8 0.8 2.4 4.200430117978799 0.02005763292125667
10 0.8 0.8 2.6 4.064009030394989 0.020638536120958405
10 0.8 0.8 2.8 3.9338434563838423 0.01962762975911329
10 0.8 0.8 3.0 3.8173659222232708 0.01903766672802505
10 0.8 1.0 0.0 4.816477038841537 0.006403900973486149
10 0.8 1.0 0.2 5.406415773144419 0.007279369829993213
10 0.8 1.0 0.4 5.741953442790151 0.007424639416618255
10 0.8 1.0 0.6 5.794759221048737 0.008773579334162384
10 0.8 1.0 0.8 5.621612101285288 0.011653797695914674
10 0.8 1.0 1.0 5.379205796881614 0.014029919644192115
10 0.8 1.0 1.2 5.120114343793282 0.015540731465357473
10 0.8 1.0 1.4 4.855634550588238 0.017389548587060953
10 0.8 1.0 1.6 4.637667959048564 0.017074397069722365
10 0.8 1.0 1.8 4.440081145774682 0.01942128921106667
10 0.8 1.0 2.0 4.244969897128783 0.018863861713697576
10 0.8 1.0 2.2 4.108391214742279 0.019520664337947167
10 0.8 1.0 2.4 3.9680943934799973 0.019394105594153707
10 0.8 1.0 2.6 3.8167652151950238 0.01812613310651402
10 0.8 1.0 2.8 3.7172736708144094 0.017967496245520662
10 0.8 1.0 3.0 3.6225099723043304 0.017194478933748862
10 1.0 0.0 0.0 4.7395741828627145 0.007617536454832441
10 1.0 0.0 0.2 5.22621896310291 0.01021803595866396
10 1.0 0.0 0.4 5.484804715970067 0.009853585718549381
10 1.0 0.0 0.6 5.62977708434001 0.01172510682630013
10 1.0 0.0 0.8 5.629923632569299 0.012132051089917781
10 1.0 0.0 1.0 5.57739512115434 0.013063031952581258
10 1.0 0.0 1.2 5.449310940701893 0.014496220338249412
10 1.0 0.0 1.4 5.3077518318155406 0.016116915584458838
10 1.0 0.0 1.6 5.19001192814159 0.01741482722543978
10 1.0 0.0 1.8 5.072188528480309 0.019659775521104143
10 1.0 0.0 2.0 4.93138418370559 0.022158589001480742
10 1.0 0.0 2.2 4.891127000215231 0.024037601043308637
10 1.0 0.0 2.4 4.887378960559322 0.024264617865510596
10 1.0 0.0 2.6 4.8601901249541495 0.025490254972066084
10 1.0 0.0 2.8 4.763257710219316 0.026656044552862877
10 1.0 0.0 3.0 4.792869123439176 0.02644363653404617
10 1.0 0.1 0.0 4.7344823350448815 0.007751987302175389
10 1.0 0.1 0.2 5.236481721554637 0.010181677410134527
10 1.0 0.1 0.4 5.494596777214338 0.009651570540780925
10 1.0 0.1 0.6 5.632872299933266 0.011648707785569291
10 1.0 0.1 0.8 5.627640488218928 0.01248456810201239
10 1.0 0.1 1.0 5.54095177084172 0.013254399764329645
10 1.0 0.1 1.2 5.410241322619743 0.014886965122411422
10 1.0 0.1 1.4 5.329022225010284 0.01601241781368775
10 1.0 0.1 1.6 5.165034992643416 0.018225307221109082
10 1.0 0.1 1.8 5.0543120366274605 0.020204703456793677
10 1.0 0.1 2.0 4.962623929694665 0.021626769239516827
10 1.0 0.1 2.2 4.911443151108168 0.023414289097850944
10 1.0 0.1 2.4 4.830258765313016 0.025113099518861294
10 1.0 0.1 2.6 4.809374538941267 0.02624732507380423
10 1.0 0.1 2.8 4.802373522915487 0.026167481762354197
10 1.0 0.1 3.0 4.783163975179187 0.026465872911210626
10 1.0 0.3 0.0 4.729591829082733 0.008185178308696911
10 1.0 0.3 0.2 5.234709148631815 0.010230251597951788
10 1.0 0.3 0.4 5.485531993764502 0.01014116932965038
10 1.0 0.3 0.6 5.621786878254646 0.011464739121317546
10 1.0 0.3 0.8 5.628346810559038 0.012604818018223812
10 1.0 0.3 1.0 5.532526609448873 0.013130242742546318
10 1.0 0.3 1.2 5.42952196247586 0.014138383529946166
10 1.0 0.3 1.4 5.284288078570945 0.016533917987380305
10 1.0 0.3 1.6 5.134524556841325 0.01718230737050855
10 1.0 0.3 1.8 5.034714815541534 0.02030205350574222
10 1.0 0.3 2.0 4.878074123076251 0.02139518977503622
10 1.0 0.3 2.2 4.834481060189084 0.02336243467859625
10 1.0 0.3 2.4 4.726414203374511 0.023335812612814394
10 1.0 0.3 2.6 4.691538600655835 0.023623870566200713
10 1.0 0.3 2.8 4.62264826884273 0.023446078047834183
10 1.0 0.3 3.0 4.564693421941505 0.024913190311617324
10 1.0 0.5 0.0 4.723671728936068 0.008038526390528324
10 1.0 0.5 0.2 5.228519285103362 0.009864642900259568
10 1.0 0.5 0.4 5.493912513451956 0.01049016058430769
10 1.0 0.5 0.6 5.634635565649127 0.011278581676815655
10 1.0 0.5 0.8 5.625408064671777 0.012202443335884028
10 1.0 0.5 1.0 5.517871777647424 0.01323104498301856
10 1.0 0.5 1.2 5.369797570463977 0.014590814061919862
10 1.0 0.5 1.4 5.188172744319021 0.016088250588559453
10 1.0 0.5 1.6 5.021303468780923 0.01772969031236941
10 1.0 0.5 1.8 4.843141314469827 0.01952790792562395
10 1.0 0.5 2.0 4.689291201154214 0.02038923492526855
10 1.0 0.5 2.2 4.516844046453703 0.021345711030816332
10 1.0 0.5 2.4 4.384273294388609 0.021552896854770468
10 1.0 0.5 2.6 4.249023632117361 0.021317424224316924
10 1.0 0.5 2.8 4.157289242788391 0.02265311779415015
10 1.0 0.5 3.0 3.971755978494099 0.02226034030413479
10 1.0 0.8 0.0 4.7273083385158285 0.007950689126009736
10 1.0 0.8 0.2 5.248847407139307 0.009440705734605776
10 1.0 0.8 0.4 5.526422196266351 0.01011523802993506
10 1.0 0.8 0.6 5.656607329741936 0.01063342233980216
10 1.0 0.8 0.8 5.57612012554841 0.011624609703625397
10 1.0 0.8 1.0 5.359822557719598 0.013088360652267489
10 1.0 0.8 1.2 5.145817316304027 0.014147978125784888
10 1.0 0.8 1.4 4.859150864689746 0.017693719691287246
10 1.0 0.8 1.6 4.6370754171183 0.018327775475600865
10 1.0 0.8 1.8 4.34589399187061 0.01972467194134135
10 1.0 0.8 2.0 4.226926699339247 0.02003482204693959
10 1.0 0.8 2.2 4.0259251930691615 0.0203319949067244
10 1.0 0.8 2.4 3.869330803104607 0.02052294270973561
10 1.0 0.8 2.6 3.7150643760356643 0.020255288204004844
10 1.0 0.8 2.8 3.627467760467231 0.019829650613230526
10 1.0 0.8 3.0 3.493118064181538 0.019299544263941478
10 1.0 1.0 0.0 4.748868242201717 0.008007273510540527
10 1.0 1.0 0.2 5.264705331216865 0.009522597647864872
10 1.0 1.0 0.4 5.550222587394325 0.010598454070503796
10 1.0 1.0 0.6 5.543852462820475 0.011627008848809324
10 1.0 1.0 0.8 5.408606684434082 0.01321176947085815
10 1.0 1.0 1.0 5.156824804377331 0.0153157214312365
10 1.0 1.0 1.2 4.880180339589664 0.016857114597443525
10 1.0 1.0 1.4 4.596802844846834 0.01807149524677386
10 1.0 1.0 1.6 4.33278844944838 0.019345138619139658
10 1.0 1.0 1.8 4.138285644963283 0.020149900430838034
10 1.0 1.0 2.0 3.924484381386753 0.018910142395412055
10 1.0 1.0 2.2 3.7455260921657683 0.019468793030758602
10 1.0 1.0 2.4 3.6782575947228326 0.019402554466484923
10 1.0 1.0 2.6 3.519378432404443 0.018327268164075795
10 1.0 1.0 2.8 3.390792823630486 0.01838022324356472
10 1.0 1.0 3.0 3.354108814172267 0.016950378728225822
10 1.2 0.0 0.0 4.609634442203933 0.009599436325734569
10 1.2 0.0 0.2 5.019473159962479 0.01299368147371543
10 1.2 0.0 0.4 5.260740447900722 0.013913590525962463
10 1.2 0.0 0.6 5.320273530961759 0.01577210911859363
10 1.2 0.0 0.8 5.301361300429052 0.016195850265330245
10 1.2 0.0 1.0 5.234798682652584 0.01690020844226462
10 1.2 0.0 1.2 5.0755437446566924 0.018198043355084532
10 1.2 0.0 1.4 4.93490212586645 0.020155458478281096
10 1.2 0.0 1.6 4.7317093459009705 0.02084154701523982
10 1.2 0.0 1.8 4.6646827652185605 0.023160570594554085
10 1.2 0.0 2.0 4.456484276412218 0.024509801367910606
10 1.2 0.0 2.2 4.369131714838924 0.02603918969982353
10 1.2 0.0 2.4 4.383421888460067 0.027666308475009435
10 1.2 0.0 2.6 4.278390408590445 0.028679926266011752
10 1.2 0.0 2.8 4.255875841697026 0.029656241494120147
10 1.2 0.0 3.0 4.222385135731519 0.029999694441894164
10 1.2 0.1 0.0 4.5888810737046875 0.009307313019465987
10 1.2 0.1 0.2 5.010572816307397 0.012139934826502814
10 1.2 0.1 0.4 5.246482218002035 0.013638511051425606
10 1.2 0.1 0.6 5.347148798065306 0.01461626339406082
10 1.2 0.1 0.8 5.3156155044747795 0.016464967633546566
10 1.2 0.1 1.0 5.241450099588198 0.01632388614367582
10 1.2 0.1 1.2 5.06107602311544 0.017620501015358364
10 1.2 0.1 1.4 4.903604344908428 0.020046537093615556
10 1.2 0.1 1.6 4.716698628610442 0.02188692577119675
10 1.2 0.1 1.8 4.616471861308434 0.023300539903991384
10 1.2 0.1 2.0 4.475451079313976 0.02562916700319329
10 1.2 0.1 2.2 4.428932201418635 0.026768976666213872
10 1.2 0.1 2.4 4.267443104856316 0.026627776183934825
10 1.2 0.1 2.6 4.281756995567107 0.029498460723382042
10 1.2 0.1 2.8 4.248097919885863 0.030204497597059964
10 1.2 0.1 3.0 4.224488685874372 0.02968762940547429
10 1.2 0.3 0.0 4.6015234206724465 0.009427664630530814
10 1.2 0.3 0.2 5.0399950982358925 0.012389230700141876
10 1.2 0.3 0.4 5.252359274844971 0.013252215596253265
10 1.2 0.3 0.6 5.339356714187395 0.01520348707540105
10 1.2 0.3 0.8 5.316920201673901 0.015940257511013467
10 1.2 0.3 1.0 5.214155322285821 0.016717599523864295
10 1.2 0.3 1.2 5.089827157072808 0.017516075843865164
10 1.2 0.3 1.4 4.925251880236039 0.0194194527193117
10 1.2 0.3 1.6 4.710601804942471 0.021832001339414944
10 1.2 0.3 1.8 4.5950605020167465 0.022320556097099084
10 1.2 0.3 2.0 4.4542216262575876 0.02308480568765897
10 1.2 0.3 2.2 4.345044471547499 0.024852589714313512
10 1.2 0.3 2.4 4.234316173709272 0.02623245493399422
10 1.2 0.3 2.6 4.166797719173007 0.027015258523712445
10 1.2 0.3 2.8 4.125942117507345 0.026831719763415994
10 1.2 0.3 3.0 4.0268696105111825 0.02674307447722217
10 1.2 0.5 0.0 4.6088876109428485 0.009307206619948025
10 1.2 0.5 0.2 5.049064599493203 0.012465715385293527
10 1.2 0.5 0.4 5.27698193105677 0.01343142913823955
10 1.2 0.5 0.6 5.355840652745205 0.015288945168579492
10 1.2 0.5 0.8 5.320589812143693 0.01599596747975656
10 1.2 0.5 1.0 5.214577695117549 0.01668314342033784
10 1.2 0.5 1.2 5.040935058912907 0.017267503566701845
10 1.2 0.5 1.4 4.848818733567268 0.018180333720778163
10 1.2 0.5 1.6 4.653715133220761 0.019521719694818716
10 1.2 0.5 1.8 4.499934817646929 0.021382569174908425
10 1.2 0.5 2.0 4.295915518156226 0.02260492714272818
10 1.2 0.5 2.2 4.095090367691051 0.02317663539910273
10 1.2 0.5 2.4 4.020382290966188 0.022821087930650123
10 1.2 0.5 2.6 3.8892575727113394 0.02338203178685736
10 1.2 0.5 2.8 3.745606612711943 0.023412622231475486
10 1.2 0.5 3.0 3.6639197721635917 0.02338034563576339
10 1.2 0.8 0.0 4.592491960257958 0.009391841795402901
10 1.2 0.8 0.2 5.069040615624882 0.011717675211960958
10 1.2 0.8 0.4 5.2880932156626335 0.013571373357808496
10 1.2 0.8 0.6 5.383489404848946 0.013759321715467822
10 1.2 0.8 0.8 5.288899217596014 0.015041400316952646
10 1.2 0.8 1.0 5.103557209884213 0.015531772403913893
10 1.2 0.8 1.2 4.833704220226377 0.01682430097561619
10 1.2 0.8 1.4 4.539795939992913 0.01891696989423442
10 1.2 0.8 1.6 4.324305060936584 0.020139524489766077
10 1.2 0.8 1.8 4.081162150843379 0.020346688454243353
10 1.2 0.8 2.0 3.908857222326813 0.021055114049358236
10 1.2 0.8 2.2 3.7015226336551925 0.021577447549418413
10 1.2 0.8 2.4 3.571096658759591 0.021148593628878082
10 1.2 0.8 2.6 3.3925567569870334 0.02018344271114848
10 1.2 0.8 2.8 3.3240966710308184 0.020329306263982428
10 1.2 0.8 3.0 3.2168816455929594 0.01879826461921504
10 1.2 1.0 0.0 4.594161571179487 0.009205100543512729
10 1.2 1.0 0.2 5.083135346416452 0.011910363717158978
10 1.2 1.0 0.4 5.310853174458888 0.013660516136737615
10 1.2 1.0 0.6 5.330223659153206 0.014496836431767418
10 1.2 1.0 0.8 5.158487968900743 0.015907353267084545
10 1.2 1.0 1.0 4.894527549645536 0.01683199216449565
10 1.2 1.0 1.2 4.623233432618142 0.01805247604877504
10 1.2 1.0 1.4 4.327664566481298 0.01948947496614003
10 1.2 1.0 1.6 4.06142157328633 0.020181302563657
10 1.2 1.0 1.8 3.895574088575168 0.020114856385577144
10 1.2 1.0 2.0 3.6800578931047614 0.01911924959046736
10 1.2 1.0 2.2 3.4936177132885726 0.01970185223205087
10 1.2 1.0 2.4 3.4092956471633364 0.019029379485861912
10 1.2 1.0 2.6 3.3089364066069136 0.01864376684382977
10 1.2 1.0 2.8 3.1760941305917023 0.017787452711332405
10 1.2 1.0 3.0 3.0981063904507673 0.017811966808322165
10 1.5 0.0 0.0 4.388990750283398 0.011300250804714576
10 1.5 0.0 0.2 4.662514338065591 0.01565583017133257
10 1.5 0.0 0.4 4.872682597820959 0.017173977576930496
10 1.5 0.0 0.6 4.89125399828771 0.018852831011560905
10 1.5 0.0 0.8 4.82009809424745 0.0199814146909148
10 1.5 0.0 1.0 4.7252520702781915 0.02095985791869436
10 1.5 0.0 1.2 4.492729711939256 0.022515488017570584
10 1.5 0.0 1.4 4.385580701736676 0.022815751822928526
10 1.5 0.0 1.6 4.163375079241586 0.023770432708702032
10 1.5 0.0 1.8 3.992396133808914 0.025792754453556513
10 1.5 0.0 2.0 3.9111624721153597 0.027229491250438494
10 1.5 0.0 2.2 3.732268261954791 0.028107809872210402
10 1.5 0.0 2.4 3.7074499808903467 0.02935891462575987
10 1.5 0.0 2.6 3.5791400364594312 0.03039337937779761
10 1.5 0.0 2.8 3.5588544634453934 0.030469002006702946
10 1.5 0.0 3.0 3.5008696109213617 0.02954123057586987
10 1.5 0.1 0.0 4.361765552353048 0.01091177213048232
10 1.5 0.1 0.2 4.6966157228086285 0.015502572872864832
10 1.5 0.1 0.4 4.859415327970795 0.017880084563214528
10 1.5 0.1 0.6 4.877238509479852 0.018948683422322653
10 1.5 0.1 0.8 4.865002302822508 0.019968276135774222
10 1.5 0.1 1.0 4.69253126057965 0.021406413111660375
10 1.5 0.1 1.2 4.5066302648884795 0.02269371532752619
10 1.5 0.1 1.4 4.414458161945261 0.022885085079387423
10 1.5 0.1 1.6 4.180305102367729 0.024171815558404742
10 1.5 0.1 1.8 4.021048609643575 0.025291914524019802
10 1.5 0.1 2.0 3.8641248613115438 0.02619964529774494
10 1.5 0.1 2.2 3.751008752943454 0.027669587229907325
10 1.5 0.1 2.4 3.659901441178991 0.02805611735373588
10 1.5 0.1 2.6 3.6322186978602913 0.029901059750568434
10 1.5 0.1 2.8 3.5772784569068956 0.030759438683568802
10 1.5 0.1 3.0 3.4671881500541963 0.031298491858139356
10 1.5 0.3 0.0 4.393443799944507 0.010718577088965151
10 1.5 0.3 0.2 4.6846925335008285 0.01553702805169877
10 1.5 0.3 0.4 4.868032731080512 0.018132233144233047
10 1.5 0.3 0.6 4.909036006691736 0.018617841447689253
10 1.5 0.3 0.8 4.829141720655127 0.019960024492694583
10 1.5 0.3 1.0 4.722647574191312 0.021070767111945693
10 1.5 0.3 1.2 4.508715450717483 0.02186193644920572
10 1.5 0.3 1.4 4.359327170980606 0.022949513692739627
10 1.5 0.3 1.6 4.178727768846449 0.02359707390058156
10 1.5 0.3 1.8 4.039200259863588 0.024319460269115457
10 1.5 0.3 2.0 3.874124865349085 0.026283521245918363
10 1.5 0.3 2.2 3.7293121032913037 0.025725862503057022
10 1.5 0.3 2.4 3.6408213181498152 0.028105738913975217
10 1.5 0.3 2.6 3.531230314127483 0.02788801065174565
10 1.5 0.3 2.8 3.5088166099901765 0.028553246451339945
10 1.5 0.3 3.0 3.461229929682047 0.027470585286219436
10 1.5 0.5 0.0 4.384643553803642 0.011015179182154961
10 1.5 0.5 0.2 4.70971376660998 0.014641769300712126
10 1.5 0.5 0.4 4.878506118677999 0.01755507722388173
10 1.5 0.5 0.6 4.919253009498673 0.01822052687874194
10 1.5 0.5 0.8 4.869353595704207 0.019270457275724587
10 1.5 0.5 1.0 4.74541065366917 0.020395901136391757
10 1.5 0.5 1.2 4.542981053609917 0.02005676602119551
10 1.5 0.5 1.4 4.352376880191249 0.022436002831919932
10 1.5 0.5 1.6 4.119973896029031 0.023150861208100993
10 1.5 0.5 1.8 3.907460721533006 0.02309706218487717
10 1.5 0.5 2.0 3.7358590701866667 0.023460778850602982
10 1.5 0.5 2.2 3.5597850482667677 0.023422919373251014
10 1.5 0.5 2.4 3.468009462039396 0.02345925443880356
10 1.5 0.5 2.6 3.3339347042005354 0.024105209662475792
10 1.5 0.5 2.8 3.265983145774655 0.023827748889159006
10 1.5 0.5 3.0 3.1785532702580563 0.022176259988839445
10 1.5 0.8 0.0 4.374834866183765 0.011168274838138611
10 1.5 0.8 0.2 4.698612552990717 0.015493817260997467
10 1.5 0.8 0.4 4.893605295200303 0.017221485015083606
10 1.5 0.8 0.6 4.985164732085222 0.017723403039284265
10 1.5 0.8 0.8 4.900072155813097 0.018390978288952264
10 1.5 0.8 1.0 4.6867669760766875 0.018612014732080556
10 1.5 0.8 1.2 4.404197077925443 0.020270371168883947
10 1.5 0.8 1.4 4.128098680660035 0.020102376909965008
10 1.5 0.8 1.6 3.8904836635191047 0.020786041080372714
10 1.5 0.8 1.8 3.6415938137851613 0.019810684919452006
10 1.5 0.8 2.0 3.4404722812293067 0.020817233469882235
10 1.5 0.8 2.2 3.3333791131654547 0.021794589714418222
10 1.5 0.8 2.4 3.1717833763640857 0.020477460089455377
10 1.5 0.8 2.6 3.1044039772029945 0.0205941279683677
10 1.5 0.8 2.8 2.9184290099208523 0.018704562349925798
10 1.5 0.8 3.0 2.9483194059411173 0.019907567798216286
10 1.5 1.0 0.0 4.3831622203345795 0.010946737878451617
10 1.5 1.0 0.2 4.754800301618561 0.014774314633438241
10 1.5 1.0 0.4 4.971891899797001 0.016530780503208223
10 1.5 1.0 0.6 4.919878479564553 0.018067439600801705
10 1.5 1.0 0.8 4.770181574460756 0.017868878199442235
10 1.5 1.0 1.0 4.493442803176728 0.018893656744661664
10 1.5 1.0 1.2 4.212925603853074 0.01974254388810906
10 1.5 1.0 1.4 3.9329201557940547 0.020240192383181473
10 1.5 1.0 1.6 3.701189719611964 0.02069922917102238
10 1.5 1.0 1.8 3.4666635041559117 0.020065029882405466
10 1.5 1.0 2.0 3.302751956847509 0.02014365190410759
10 1.5 1.0 2.2 3.1315434865055485 0.019069595895235675
10 1.5 1.0 2.4 3.0184988028973936 0.01909395866099039
10 1.5 1.0 2.6 2.9318952990990663 0.017737710522318918
10 1.5 1.0 2.8 2.8567558170242453 0.017665652474156725
10 1.5 1.0 3.0 2.8012544901630663 0.01677331567960952
10 2.0 0.0 0.0 3.9814489058369915 0.014304632403889229
10 2.0 0.0 0.2 4.168798796417135 0.01776598036065814
10 2.0 0.0 0.4 4.15852911384212 0.020202997968342788
10 2.0 0.0 0.6 4.204713735340632 0.02169999837010239
10 2.0 0.0 0.8 4.116867509782857 0.023253777177371822
10 2.0 0.0 1.0 3.9592307487160547 0.02353998270349041
10 2.0 0.0 1.2 3.7534525029585004 0.024895235847099507
10 2.0 0.0 1.4 3.617205248050145 0.024349399385960858
10 2.0 0.0 1.6 3.3953879949313563 0.025206932443450663
10 2.0 0.0 1.8 3.2366987696832497 0.02664356615104298
10 2.0 0.0 2.0 3.0748363409192394 0.025989888527338193
10 2.0 0.0 2.2 2.9533542201239027 0.027043362571894214
10 2.0 0.0 2.4 2.799389149612393 0.02591355397586817
10 2.0 0.0 2.6 2.8181243831845886 0.028040829502776816
10 2.0 0.0 2.8 2.723516429385324 0.028078153349277286
10 2.0 0.0 3.0 2.664033898314476 0.02899062684731922
10 2.0 0.1 0.0 4.007697125328684 0.01392561307024055
10 2.0 0.1 0.2 4.108458617876782 0.017915364929964518
10 2.0 0.1 0.4 4.215794328205195 0.020471165468347798
10 2.0 0.1 0.6 4.182027343419812 0.022196584481171015
10 2.0 0.1 0.8 4.118779069144267 0.02391160233929464
10 2.0 0.1 1.0 3.975133184426362 0.023433800166331634
10 2.0 0.1 1.2 3.7919962585963796 0.024303245357253856
10 2.0 0.1 1.4 3.5897370223923417 0.025021080015461095
10 2.0 0.1 1.6 3.394067633141606 0.02493678513696717
10 2.0 0.1 1.8 3.2126771885617518 0.025607013778240175
10 2.0 0.1 2.0 3.0609638048516175 0.025449451380456015
10 2.0 0.1 2.2 2.9933482723293947 0.026678448490081566
10 2.0 0.1 2.4 2.811020480176781 0.026511511150307913
10 2.0 0.1 2.6 2.7401486861882955 0.027340964834874894
10 2.0 0.1 2.8 2.687438101922054 0.027053967850317842
10 2.0 0.1 3.0 2.6511900096178858 0.028596260907256973
10 2.0 0.3 0.0 3.991569596719734 0.013492971460992348
10 2.0 0.3 0.2 4.138863566331301 0.018808142959641068
10 2.0 0.3 0.4 4.195950423852829 0.020473171791295198
10 2.0 0.3 0.6 4.215212874052645 0.02173976168743487
10 2.0 0.3 0.8 4.096728294257668 0.022838353471258434
10 2.0 0.3 1.0 3.9447302763122165 0.024243136650273417
10 2.0 0.3 1.2 3.791931430645852 0.02420729358337583
10 2.0 0.3 1.4 3.5992830541460723 0.024264380940769634
10 2.0 0.3 1.6 3.405295046718723 0.02479594503349315
10 2.0 0.3 1.8 3.258651971816596 0.02553200608720349
10 2.0 0.3 2.0 3.109313657063787 0.025146276631474763
10 2.0 0.3 2.2 2.9603285830438724 0.026759433767999673
10 2.0 0.3 2.4 2.823344432321142 0.02535827663371639
10 2.0 0.3 2.6 2.7731664357003982 0.026108455863848155
10 2.0 0.3 2.8 2.7263287828293596 0.02661836311058663
10 2.0 0.3 3.0 2.644657448005486 0.02683521020223993
10 2.0 0.5 0.0 4.005111461892743 0.014130177005450958
10 2.0 0.5 0.2 4.142601302844724 0.018818903874512474
10 2.0 0.5 0.4 4.27221800492438 0.020132380186603935
10 2.0 0.5 0.6 4.224616148778081 0.02196452237808401
10 2.0 0.5 0.8 4.0725210129201015 0.022682077075876737
10 2.0 0.5 1.0 3.9581826931056168 0.024139487061023618
10 2.0 0.5 1.2 3.813762126166162 0.022695887962444424
10 2.0 0.5 1.4 3.6269489857525863 0.02372978852041406
10 2.0 0.5 1.6 3.370165257890814 0.0230226369082079
10 2.0 0.5 1.8 3.256041631283307 0.023647026771019704
10 2.0 0.5 2.0 3.0495940938493997 0.023431759305677334
10 2.0 0.5 2.2 2.929835472480347 0.02261389032019046
10 2.0 0.5 2.4 2.7801685319259644 0.022936930868361346
10 2.0 0.5 2.6 2.7287711699276835 0.02272507018012396
10 2.0 0.5 2.8 2.622992674389425 0.022421673506065897
10 2.0 0.5 3.0 2.569326261069358 0.021829295836827838
10 2.0 0.8 0.0 4.004953650793253 0.014323194267984146
10 2.0 0.8 0.2 4.151786226789363 0.018047241705323732
10 2.0 0.8 0.4 4.303563255707567 0.02027662073858756
10 2.0 0.8 0.6 4.312460197817279 0.021971133910301862
10 2.0 0.8 0.8 4.208990407991853 0.02190744522150695
10 2.0 0.8 1.0 4.017143992322866 0.02203191356510923
10 2.0 0.8 1.2 3.7382395710035916 0.02112280708440634
10 2.0 0.8 1.4 3.5322194500156123 0.020881756348154673
10 2.0 0.8 1.6 3.287615573184783 0.020702720759520052
10 2.0 0.8 1.8 3.11219758300051 0.020874004970426574
10 2.0 0.8 2.0 2.950568871730689 0.020228699002602032
10 2.0 0.8 2.2 2.7837956768120344 0.019360504941790847
10 2.0 0.8 2.4 2.6601439237075564 0.019372428923774613
10 2.0 0.8 2.6 2.6101374749922486 0.018801693683894824
10 2.0 0.8 2.8 2.4909598328081137 0.018663136821093693
10 2.0 0.8 3.0 2.4453382057267814 0.01817119075901984
10 2.0 1.0 0.0 3.9973299295682785 0.01368501135024342
10 2.0 1.0 0.2 4.201025797519222 0.018115100288691965
10 2.0 1.0 0.4 4.35896119319729 0.01968393873520717
10 2.0 1.0 0.6 4.319201016899762 0.020466700294692396
10 2.0 1.0 0.8 4.162895052979953 0.02142256959562775
10 2.0 1.0 1.0 3.877093502957904 0.020478916247789976
10 2.0 1.0 1.2 3.61780042637444 0.0195393274402988
10 2.0 1.0 1.4 3.3902049708683006 0.02026041095387927
10 2.0 1.0 1.6 3.15762858298124 0.01939270937712889
10 2.0 1.0 1.8 2.9746935786847986 0.01901162857456027
10 2.0 1.0 2.0 2.8447576276072413 0.01906155495338476
