# This file contains the unique energy values and their degeneracies for the Haldane-Shastry model with system size N=36.
# Columns: energy, degeneracy
 
energy, degeneracy
-8100.0 49377674
-8076.0 50859488
-8052.0 48353720
-8028.0 49881080
-8004.0 51102980
-7980.0 48344414
-7956.0 49810948
-7932.0 51150730
-7908.0 50660328
-7884.0 50904416
-7860.0 51206863
-7836.0 50825808
-7812.0 49620296
-7788.0 51005772
-7764.0 51799388
-7740.0 50894204
-7716.0 52134689
-7692.0 52860640
-7668.0 52009996
-7644.0 50146312
-7620.0 50537038
-7596.0 52027828
-7572.0 52697508
-7548.0 54689738
-7524.0 53125664
-7500.0 51223720
-7476.0 51753002
-7452.0 51857256
-7428.0 54153288
-7404.0 54462704
-7380.0 52400120
-7356.0 52386778
-7332.0 53557692
-7308.0 54422056
-7284.0 54091016
-7260.0 54207992
-7236.0 53559477
-7212.0 53063810
-7188.0 55162136
-7164.0 53797836
-7140.0 53321388
-7116.0 55368920
-7092.0 54603703
-7068.0 56422000
-7044.0 55700364
-7020.0 53724760
-6996.0 56020480
-6972.0 54095768
-6948.0 53762001
-6924.0 57224128
-6900.0 55204652
-6876.0 55486376
-6852.0 58613713
-6828.0 56795206
-6804.0 54342344
-6780.0 55230618
-6756.0 56137200
-6732.0 56197944
-6708.0 58610385
-6684.0 57586856
-6660.0 55618520
-6636.0 56937578
-6612.0 56600112
-6588.0 57448144
-6564.0 57783900
-6540.0 57524024
-6516.0 57947724
-6492.0 56867800
-6468.0 58804790
-6444.0 59427086
-6420.0 56636788
-6396.0 57497896
-6372.0 57870104
-6348.0 58292600
-6324.0 60027558
-6300.0 58550864
-6276.0 58386248
-6252.0 59290424
-6228.0 59873532
-6204.0 59307258
-6180.0 58348297
-6156.0 59179984
-6132.0 58350364
-6108.0 59351304
-6084.0 62101056
-6060.0 60314476
-6036.0 59253472
-6012.0 59931468
-5988.0 59237108
-5964.0 60893288
-5940.0 60961135
-5916.0 60004808
-5892.0 61194416
-5868.0 60945186
-5844.0 60521916
-5820.0 60410840
-5796.0 60559422
-5772.0 62311376
-5748.0 62032920
-5724.0 60277616
-5700.0 62342625
-5676.0 62359594
-5652.0 60686484
-5628.0 62157396
-5604.0 61373828
-5580.0 61481320
-5556.0 62855826
-5532.0 62441968
-5508.0 62767756
-5484.0 63026366
-5460.0 63261584
-5436.0 62154206
-5412.0 61949353
-5388.0 64138168
-5364.0 61652876
-5340.0 62246640
-5316.0 66153333
-5292.0 63399184
-5268.0 63507476
-5244.0 63242810
-5220.0 61225112
-5196.0 64972784
-5172.0 65029731
-5148.0 63568680
-5124.0 65648432
-5100.0 63950692
-5076.0 62664364
-5052.0 65001560
-5028.0 64999608
-5004.0 64683200
-4980.0 64246072
-4956.0 63081222
-4932.0 65328832
-4908.0 67646654
-4884.0 66305832
-4860.0 64175132
-4836.0 64573692
-4812.0 65833616
-4788.0 64467553
-4764.0 64736056
-4740.0 66425996
-4716.0 65324414
-4692.0 67515028
-4668.0 68084542
-4644.0 65236654
-4620.0 66989752
-4596.0 64682428
-4572.0 62580136
-4548.0 68899913
-4524.0 68614544
-4500.0 66267220
-4476.0 69267792
-4452.0 66217392
-4428.0 64833136
-4404.0 66472832
-4380.0 65664854
-4356.0 68652008
-4332.0 70127290
-4308.0 68359236
-4284.0 66335916
-4260.0 65709893
-4236.0 67920480
-4212.0 67360676
-4188.0 67526942
-4164.0 70019069
-4140.0 69193246
-4116.0 67201196
-4092.0 66538696
-4068.0 69165624
-4044.0 70235672
-4020.0 67389475
-3996.0 68553934
-3972.0 69260792
-3948.0 68093884
-3924.0 68817804
-3900.0 68304528
-3876.0 68837809
-3852.0 70795056
-3828.0 71209648
-3804.0 68986142
-3780.0 67752049
-3756.0 69061562
-3732.0 67612896
-3708.0 69084920
-3684.0 73596432
-3660.0 70950624
-3636.0 68824967
-3612.0 68838832
-3588.0 68458116
-3564.0 71022248
-3540.0 71094304
-3516.0 69824762
-3492.0 70877506
-3468.0 72659320
-3444.0 68622472
-3420.0 66844768
-3396.0 73466724
-3372.0 71823704
-3348.0 69797168
-3324.0 72322284
-3300.0 69780096
-3276.0 70957760
-3252.0 71420000
-3228.0 70796310
-3204.0 72846764
-3180.0 69944264
-3156.0 71678536
-3132.0 72341314
-3108.0 69896507
-3084.0 73798632
-3060.0 70161572
-3036.0 68392398
-3012.0 75646165
-2988.0 74794210
-2964.0 70903672
-2940.0 70293950
-2916.0 70275620
-2892.0 72608736
-2868.0 72598352
-2844.0 71905606
-2820.0 73968420
-2796.0 72956994
-2772.0 71550116
-2748.0 72951152
-2724.0 73145048
-2700.0 72430312
-2676.0 71261824
-2652.0 70662816
-2628.0 74324292
-2604.0 75280532
-2580.0 71722636
-2556.0 72950444
-2532.0 74733076
-2508.0 73986488
-2484.0 72252195
-2460.0 70912190
-2436.0 73210368
-2412.0 73745382
-2388.0 74281064
-2364.0 74606742
-2340.0 72377826
-2316.0 75343680
-2292.0 73421588
-2268.0 69781098
-2244.0 76732176
-2220.0 74636026
-2196.0 71124712
-2172.0 76052592
-2148.0 74011080
-2124.0 74196600
-2100.0 73481911
-2076.0 70243028
-2052.0 76779568
-2028.0 77483398
-2004.0 72763372
-1980.0 74485880
-1956.0 74300894
-1932.0 73304728
-1908.0 74059576
-1884.0 73010422
-1860.0 75141369
-1836.0 77104406
-1812.0 73368256
-1788.0 73888754
-1764.0 76673684
-1740.0 74569176
-1716.0 73498754
-1692.0 74216704
-1668.0 76105508
-1644.0 76061626
-1620.0 73602852
-1596.0 74828768
-1572.0 74700284
-1548.0 75009552
-1524.0 74974480
-1500.0 72290982
-1476.0 78075700
-1452.0 80166526
-1428.0 72954248
-1404.0 72552556
-1380.0 74923776
-1356.0 74234888
-1332.0 74712570
-1308.0 76569524
-1284.0 77336048
-1260.0 76017878
-1236.0 74324368
-1212.0 74470998
-1188.0 76941039
-1164.0 77119104
-1140.0 73159908
-1116.0 73165564
-1092.0 78182832
-1068.0 77455290
-1044.0 72827632
-1020.0 75248202
-996.0 77549032
-972.0 75946896
-948.0 77564626
-924.0 74918752
-900.0 73369468
-876.0 77493804
-852.0 74665212
-828.0 75134282
-804.0 79055922
-780.0 75613928
-756.0 74057340
-732.0 74228318
-708.0 77118704
-684.0 79269532
-660.0 73085160
-636.0 74809674
-612.0 80214480
-588.0 76284752
-564.0 73529221
-540.0 73766218
-516.0 76719684
-492.0 78105212
-468.0 75639172
-444.0 75766460
-420.0 76636510
-396.0 77642192
-372.0 75390124
-348.0 74647386
-324.0 78521852
-300.0 74803480
-276.0 73295868
-252.0 77276952
-228.0 77539552
-204.0 78298328
-180.0 74954911
-156.0 75258060
-132.0 78602820
-108.0 75616744
-84.0 74489556
-60.0 72520548
-36.0 76728059
-12.0 82234240
12.0 74877148
36.0 74186160
60.0 79146452
84.0 75195160
108.0 72766364
132.0 76332338
156.0 78594012
180.0 76861160
204.0 75446846
228.0 75270420
252.0 77074712
276.0 77115908
300.0 73157956
324.0 76473842
348.0 79404669
372.0 76245648
396.0 74670280
420.0 73315458
444.0 76742312
468.0 79130340
492.0 75427472
516.0 75534222
540.0 77129780
564.0 76266384
588.0 73195974
612.0 73562970
636.0 80302872
660.0 77700252
684.0 74079672
708.0 77436656
732.0 75581706
756.0 74738480
780.0 72750684
804.0 73125418
828.0 81595600
852.0 80152586
876.0 72548904
900.0 74629300
924.0 77592424
948.0 74632936
972.0 73564019
996.0 74995030
1020.0 76611272
1044.0 77896270
1068.0 75373976
1092.0 74395340
1116.0 77106962
1140.0 75520408
1164.0 73475656
1188.0 74743756
1212.0 77934936
1236.0 77488070
1260.0 70872540
1284.0 73861086
1308.0 79882268
1332.0 76049680
1356.0 73778848
1380.0 74341600
1404.0 75383228
1428.0 76400650
1452.0 72716976
1476.0 74797776
1500.0 78890754
1524.0 73850520
1548.0 73060076
1572.0 74315066
1596.0 75991188
1620.0 77769366
1644.0 71714481
1668.0 73009398
1692.0 79227088
1716.0 75806312
1740.0 71283718
1764.0 73277032
1788.0 76755696
1812.0 74774790
1836.0 71987184
1860.0 75322292
1884.0 77165779
1908.0 75014544
1932.0 72352912
1956.0 71073752
1980.0 76293060
2004.0 77116514
2028.0 71212800
2052.0 74126402
2076.0 77221872
2100.0 72483944
2124.0 72175186
2148.0 73724878
2172.0 74539152
2196.0 74742934
2220.0 71490408
2244.0 74008094
2268.0 78415975
2292.0 74974256
2316.0 67831104
2340.0 69795996
2364.0 77954116
2388.0 74436596
2412.0 70491804
2436.0 75088488
2460.0 74490056
2484.0 73319304
2508.0 72374956
2532.0 70361864
2556.0 76016124
2580.0 74008746
2604.0 68048808
2628.0 74032470
2652.0 75251788
2676.0 72200856
2700.0 72031908
2724.0 70523038
2748.0 74814356
2772.0 75103642
2796.0 67086581
2820.0 70833918
2844.0 77532856
2868.0 73242856
2892.0 69403151
2916.0 71686074
2940.0 73071568
2964.0 69457424
2988.0 69056676
3012.0 73835390
3036.0 75863904
3060.0 73388136
3084.0 69990396
3108.0 69052828
3132.0 72150712
3156.0 70660392
3180.0 65497156
3204.0 72551688
3228.0 78630528
3252.0 72896048
3276.0 68592270
3300.0 67348842
3324.0 70676868
3348.0 72377168
3372.0 68090016
3396.0 71450192
3420.0 74078219
3444.0 69697272
3468.0 67094484
3492.0 68824944
3516.0 74349416
3540.0 70615186
3564.0 65925609
3588.0 71747478
3612.0 73238024
3636.0 69268704
3660.0 66108489
3684.0 68309104
3708.0 74579496
3732.0 70208284
3756.0 65561192
3780.0 69635982
3804.0 68988391
3828.0 69024920
3852.0 69350628
3876.0 68825984
3900.0 72855008
3924.0 70778102
3948.0 63142857
3972.0 64734686
3996.0 72730812
4020.0 68454712
4044.0 64433209
4068.0 72955916
4092.0 72650044
4116.0 65908170
4140.0 63949428
4164.0 66299230
4188.0 71369876
4212.0 68514176
4236.0 64908680
4260.0 67012288
4284.0 69665024
4308.0 69199328
4332.0 63067441
4356.0 67266816
4380.0 72132296
4404.0 66185576
4428.0 64987382
4452.0 65939910
4476.0 67594512
4500.0 65836950
4524.0 63160772
4548.0 69569904
4572.0 71005065
4596.0 65278128
4620.0 62614428
4644.0 63985076
4668.0 69555720
4692.0 67287942
4716.0 60543812
4740.0 65817918
4764.0 70220244
4788.0 65906480
4812.0 62002948
4836.0 63802376
4860.0 68957512
4884.0 65680444
4908.0 60873892
4932.0 66638120
4956.0 67417071
4980.0 61529352
5004.0 63598204
5028.0 65529970
5052.0 66130460
5076.0 65309424
5100.0 58630993
5124.0 63832088
5148.0 71375480
5172.0 62987872
5196.0 59559777
5220.0 64385638
5244.0 64474316
5268.0 62560030
5292.0 60524028
5316.0 63075040
5340.0 67027590
5364.0 64892080
5388.0 60807976
5412.0 61422932
5436.0 65731340
5460.0 61006002
5484.0 56374821
5508.0 64900512
5532.0 67272224
5556.0 60621080
5580.0 59705258
5604.0 61976968
5628.0 64898712
5652.0 61901002
5676.0 56110528
5700.0 62700504
5724.0 66518739
5748.0 59646672
5772.0 57641056
5796.0 60709796
5820.0 62826984
5844.0 61240244
5868.0 58214872
5892.0 61316056
5916.0 64721692
5940.0 59389472
5964.0 56944901
5988.0 61285442
6012.0 61590888
6036.0 58375688
6060.0 55401224
6084.0 60983440
6108.0 65897966
6132.0 57451728
6156.0 55694576
6180.0 59404160
6204.0 61263148
6228.0 62255926
6252.0 54169654
6276.0 56931296
6300.0 64075240
6324.0 55573968
6348.0 54547436
6372.0 61035488
6396.0 60175444
6420.0 56826490
6444.0 56288604
6468.0 59869104
6492.0 60638057
6516.0 55199864
6540.0 52338920
6564.0 58220418
6588.0 62561984
6612.0 56464470
6636.0 52279153
6660.0 57586688
6684.0 60574016
6708.0 55967096
6732.0 54021805
6756.0 57326008
6780.0 57993204
6804.0 55410576
6828.0 52769948
6852.0 54671456
6876.0 59519243
6900.0 54944264
6924.0 52159728
6948.0 59305004
6972.0 58492300
6996.0 53161114
7020.0 50175633
7044.0 53438088
7068.0 61189280
7092.0 54021176
7116.0 48935404
7140.0 58160098
7164.0 57577788
7188.0 51046056
7212.0 51210420
7236.0 55321792
7260.0 55879806
7284.0 52030080
7308.0 52415780
7332.0 54001178
7356.0 55200756
7380.0 53880828
7404.0 49233306
7428.0 53727840
7452.0 56994480
7476.0 49704552
7500.0 47744069
7524.0 53972628
7548.0 57590240
7572.0 51573900
7596.0 48067756
7620.0 53379920
7644.0 53743879
7668.0 49908744
7692.0 47328652
7716.0 52036642
7740.0 57616252
7764.0 49818110
7788.0 47233780
7812.0 53449232
7836.0 51664048
7860.0 48151376
7884.0 48770510
7908.0 52052934
7932.0 53219684
7956.0 48787244
7980.0 46207260
8004.0 50769736
8028.0 54132490
8052.0 47925368
8076.0 46542756
8100.0 52297248
8124.0 50613936
8148.0 46665792
8172.0 44251329
8196.0 49105976
8220.0 55518416
8244.0 48453184
8268.0 45100308
8292.0 49885414
8316.0 49434868
8340.0 44798174
8364.0 43802412
8388.0 51456288
8412.0 52361842
8436.0 45181744
8460.0 46005540
8484.0 48218618
8508.0 48232328
8532.0 46043226
8556.0 41698138
8580.0 48370160
8604.0 53502048
8628.0 44997992
8652.0 42801089
8676.0 47553744
8700.0 46608524
8724.0 44846336
8748.0 44325140
8772.0 47177376
8796.0 49234525
8820.0 42203998
8844.0 41762844
8868.0 49030216
8892.0 48232712
8916.0 42244108
8940.0 41480672
8964.0 46576112
8988.0 47446232
9012.0 42689448
9036.0 41424632
9060.0 46095834
9084.0 47627808
9108.0 42973956
9132.0 39607928
9156.0 44077232
9180.0 47622939
9204.0 40506462
9228.0 40397948
9252.0 47769058
9276.0 45316356
9300.0 41000748
9324.0 39908706
9348.0 41948040
9372.0 45923568
9396.0 40760004
9420.0 39346876
9444.0 46992850
9468.0 45048700
9492.0 38164814
9516.0 38265236
9540.0 42944288
9564.0 43362827
9588.0 39698136
9612.0 40101252
9636.0 43251854
9660.0 44186592
9684.0 40606930
9708.0 35875662
9732.0 40754904
9756.0 44563464
9780.0 36362536
9804.0 38096461
9828.0 45270158
9852.0 41605700
9876.0 37194564
9900.0 36854728
9924.0 41592464
9948.0 43386573
9972.0 36834296
9996.0 35976572
10020.0 41571076
10044.0 40849820
10068.0 36589604
10092.0 35818701
10116.0 40316800
10140.0 42254252
10164.0 37360620
10188.0 36062456
10212.0 39182014
10236.0 40177184
10260.0 35516298
10284.0 33956560
10308.0 41314120
10332.0 39814992
10356.0 32729862
10380.0 36854244
10404.0 40158166
10428.0 39128216
10452.0 36367146
10476.0 32463425
10500.0 37436304
10524.0 39719228
10548.0 33070716
10572.0 33052204
10596.0 39800342
10620.0 39800664
10644.0 33462914
10668.0 33948740
10692.0 37658632
10716.0 35509926
10740.0 32406782
10764.0 34339440
10788.0 38717520
10812.0 38081368
10836.0 32779054
10860.0 30656642
10884.0 34927680
10908.0 38082576
10932.0 32257670
10956.0 31652148
10980.0 38597418
11004.0 36247456
11028.0 31611858
11052.0 30963352
11076.0 34124296
11100.0 36119360
11124.0 30725020
11148.0 31830472
11172.0 37272374
11196.0 33752288
11220.0 29698772
11244.0 31580041
11268.0 35963848
11292.0 35384956
11316.0 29760436
11340.0 29505593
11364.0 33326140
11388.0 34663776
11412.0 29999612
11436.0 28466408
11460.0 36347024
11484.0 34851775
11508.0 27657166
11532.0 30197080
11556.0 32373996
11580.0 31562872
11604.0 31019826
11628.0 29576009
11652.0 32161776
11676.0 33265704
11700.0 27277504
11724.0 26914644
11748.0 34431512
11772.0 33240228
11796.0 26810282
11820.0 29258752
11844.0 32185032
11868.0 30774265
11892.0 26171276
11916.0 26782952
11940.0 34135296
11964.0 31691204
11988.0 27153086
12012.0 27542235
12036.0 29296312
12060.0 31080896
12084.0 26614652
12108.0 26902272
12132.0 31887920
12156.0 28723444
12180.0 26437970
12204.0 27033068
12228.0 29345728
12252.0 31012385
12276.0 24777514
12300.0 26038304
12324.0 32266850
12348.0 28650456
12372.0 23670658
12396.0 24619678
12420.0 29195088
12444.0 29795508
12468.0 25619614
12492.0 24899588
12516.0 29029374
12540.0 28932420
12564.0 23918766
12588.0 24276260
12612.0 29221968
12636.0 26698111
12660.0 22422798
12684.0 26505268
12708.0 29339054
12732.0 26346920
12756.0 24340982
12780.0 24459200
12804.0 26448248
12828.0 27850376
12852.0 21734188
12876.0 21713344
12900.0 29793628
12924.0 27068632
12948.0 22251112
12972.0 23879028
12996.0 25976248
13020.0 25509254
13044.0 22526226
13068.0 23076556
13092.0 26694852
13116.0 25893412
13140.0 21909440
13164.0 22345926
13188.0 25920008
13212.0 24659444
13236.0 20269076
13260.0 22626484
13284.0 27221054
13308.0 24675768
13332.0 20406414
13356.0 21635024
13380.0 25588032
13404.0 24725966
13428.0 19706548
13452.0 20815516
13476.0 25431530
13500.0 23282584
13524.0 20420626
13548.0 22249969
13572.0 24129744
13596.0 23267764
13620.0 20578358
13644.0 20520716
13668.0 23588012
13692.0 22127812
13716.0 18393724
13740.0 20988612
13764.0 24709616
13788.0 23136888
13812.0 18430438
13836.0 19767808
13860.0 24623894
13884.0 21492880
13908.0 18668950
13932.0 19001157
13956.0 21163192
13980.0 23820484
14004.0 18337738
14028.0 18318340
14052.0 24255102
14076.0 19705244
14100.0 17000000
14124.0 21359236
14148.0 22400416
14172.0 20012537
14196.0 17049000
14220.0 18359508
14244.0 22382810
14268.0 20592012
14292.0 16761256
14316.0 18713876
14340.0 21713168
14364.0 20054780
14388.0 17000990
14412.0 17244520
14436.0 19870464
14460.0 20680364
14484.0 17740670
14508.0 17614148
14532.0 20776936
14556.0 18980561
14580.0 15026896
14604.0 16847588
14628.0 21860814
14652.0 18802408
14676.0 14855430
14700.0 19288213
14724.0 19618992
14748.0 17060624
14772.0 15573794
14796.0 15700388
14820.0 20550044
14844.0 19090064
14868.0 14674016
14892.0 16991148
14916.0 18988688
14940.0 17376589
14964.0 14817356
14988.0 16544056
15012.0 19269424
15036.0 16625048
15060.0 14815198
15084.0 15602887
15108.0 18041992
15132.0 18245512
15156.0 13845580
15180.0 15217960
15204.0 19259612
15228.0 16078936
15252.0 13643974
15276.0 15508752
15300.0 17681496
15324.0 16765834
15348.0 13461702
15372.0 15160132
15396.0 17538428
15420.0 15254060
15444.0 13253262
15468.0 15051993
15492.0 18245856
15516.0 15614136
15540.0 12422228
15564.0 14586968
15588.0 16025484
15612.0 15196652
15636.0 13482632
15660.0 14624820
15684.0 16923944
15708.0 14796628
15732.0 11472644
15756.0 13523564
15780.0 17599184
15804.0 14661528
15828.0 11771526
15852.0 14409489
15876.0 14701968
15900.0 13944080
15924.0 12288750
15948.0 12239452
15972.0 16718404
15996.0 15125929
16020.0 11754248
16044.0 13793988
16068.0 14519104
16092.0 12638626
16116.0 10807922
16140.0 13492448
16164.0 15968446
16188.0 13116264
16212.0 11274782
16236.0 12327170
16260.0 14275456
16284.0 13684376
16308.0 10269844
16332.0 11982240
16356.0 15565152
16380.0 11952076
16404.0 10756854
16428.0 13313352
16452.0 13246232
16476.0 12546372
16500.0 10549612
16524.0 11502252
16548.0 14138520
16572.0 11832708
16596.0 9547256
16620.0 12366158
16644.0 14343712
16668.0 11755296
16692.0 9635060
16716.0 10495576
16740.0 12687772
16764.0 12280357
16788.0 10024960
16812.0 11523128
16836.0 13840304
16860.0 11691592
16884.0 8871986
16908.0 10160624
16932.0 12453464
16956.0 10111764
16980.0 9477768
17004.0 12709230
17028.0 12121288
17052.0 10759400
17076.0 9296432
17100.0 9553344
17124.0 12223870
17148.0 10462769
17172.0 8152510
17196.0 10867240
17220.0 12809368
17244.0 10049190
17268.0 8125302
17292.0 9916300
17316.0 11745066
17340.0 10235672
17364.0 8798976
17388.0 9876329
17412.0 10861856
17436.0 9942472
17460.0 7688408
17484.0 9652296
17508.0 11749058
17532.0 9057312
17556.0 8360520
17580.0 10083976
17604.0 10778176
17628.0 9516993
17652.0 7131452
17676.0 8695788
17700.0 11608772
17724.0 8864000
17748.0 7064904
17772.0 9803879
17796.0 9819824
17820.0 8410576
17844.0 8480780
17868.0 8724476
17892.0 9981788
17916.0 8781789
17940.0 6950360
17964.0 8366904
17988.0 10029336
18012.0 8723212
18036.0 6323938
18060.0 9111832
18084.0 10668308
18108.0 7366420
18132.0 6914144
18156.0 8517817
18180.0 9450768
18204.0 8159692
18228.0 6522542
18252.0 7469896
18276.0 8739392
18300.0 8133125
18324.0 6702200
18348.0 8329268
18372.0 9757640
18396.0 7280201
18420.0 6487406
18444.0 8103660
18468.0 8227776
18492.0 6836064
18516.0 6107224
18540.0 7996660
18564.0 8899096
18588.0 7116568
18612.0 5558540
18636.0 6882860
18660.0 9056542
18684.0 7238148
18708.0 5884520
18732.0 7719628
18756.0 7704208
18780.0 6854189
18804.0 5775376
18828.0 6331356
18852.0 9072412
18876.0 6269896
18900.0 4992952
18924.0 8243871
18948.0 7289488
18972.0 5909504
18996.0 5907128
19020.0 6635800
19044.0 7529160
19068.0 6206817
19092.0 5154048
19116.0 6403352
19140.0 7826184
19164.0 6621600
19188.0 4979412
19212.0 6520148
19236.0 7499102
19260.0 5381248
19284.0 4847952
19308.0 6158173
19332.0 6857960
19356.0 6225204
19380.0 5418732
19404.0 5949388
19428.0 6821332
19452.0 5107117
19476.0 4195144
19500.0 6961688
19524.0 7102240
19548.0 4900173
19572.0 4634982
19596.0 5811284
19620.0 6595994
19644.0 5393888
19668.0 4222392
19692.0 6161477
19716.0 6644104
19740.0 5002244
19764.0 4556744
19788.0 4724784
19812.0 6092186
19836.0 5116437
19860.0 4559568
19884.0 6152016
19908.0 5501456
19932.0 4825596
19956.0 4123688
19980.0 5103460
20004.0 6608794
20028.0 4427344
20052.0 3325624
20076.0 5859091
20100.0 5966616
20124.0 4044692
20148.0 4072050
20172.0 4784632
20196.0 5420972
20220.0 4940564
20244.0 3730488
20268.0 4532112
20292.0 5763960
20316.0 4263092
20340.0 3782454
20364.0 5340140
20388.0 5139686
20412.0 3532468
20436.0 3636240
20460.0 5211253
20484.0 5203176
20508.0 4114184
20532.0 3521052
20556.0 4226864
20580.0 5009134
20604.0 3769181
20628.0 3057936
20652.0 4574384
20676.0 5099936
20700.0 3967244
20724.0 3773840
20748.0 4266868
20772.0 4618684
20796.0 3557692
20820.0 2904080
20844.0 4309273
20868.0 4535864
20892.0 3416092
20916.0 3166892
20940.0 4482416
20964.0 4712960
20988.0 3208952
21012.0 2950760
21036.0 4161784
21060.0 4367504
21084.0 3368753
21108.0 2821060
21132.0 3845676
21156.0 4684418
21180.0 3079860
21204.0 2639640
21228.0 4118521
21252.0 3634952
21276.0 2951684
21300.0 3519428
21324.0 3621088
21348.0 3731596
21372.0 3271465
21396.0 2513472
21420.0 3594820
21444.0 4140312
21468.0 2681136
21492.0 2447146
21516.0 3720024
21540.0 4140480
21564.0 2809128
21588.0 2068352
21612.0 3538632
21636.0 3650680
21660.0 2724988
21684.0 2609640
21708.0 3041236
21732.0 3928968
21756.0 2632886
21780.0 2245632
21804.0 3890164
21828.0 3083176
21852.0 2392660
21876.0 2904058
21900.0 2872824
21924.0 3208896
21948.0 2348804
21972.0 1924136
21996.0 3197502
22020.0 3390880
22044.0 2551528
22068.0 2300870
22092.0 3154156
22116.0 2998156
22140.0 2139380
22164.0 2170992
22188.0 2757156
22212.0 3240272
22236.0 2471236
22260.0 2136668
22284.0 2814240
22308.0 2889856
22332.0 1824288
22356.0 1648632
22380.0 3352797
22404.0 3088752
22428.0 1834700
22452.0 2183852
22476.0 2508732
22500.0 2570632
22524.0 2058109
22548.0 1691640
22572.0 2841932
22596.0 2960904
22620.0 1960212
22644.0 1967974
22668.0 2401908
22692.0 2518726
22716.0 1953300
22740.0 1689648
22764.0 2430661
22788.0 2381640
22812.0 1718016
22836.0 1753738
22860.0 2313400
22884.0 2873862
22908.0 1842328
22932.0 1563752
22956.0 2583944
22980.0 1954640
23004.0 1647653
23028.0 1750778
23052.0 2235536
23076.0 2542440
23100.0 1523884
23124.0 1418304
23148.0 2107309
23172.0 2284440
23196.0 1497756
23220.0 1593868
23244.0 2481000
23268.0 2021532
23292.0 1356272
23316.0 1517384
23340.0 1892636
23364.0 2090280
23388.0 1679628
23412.0 1505312
23436.0 2181468
23460.0 2068702
23484.0 1150740
23508.0 1053432
23532.0 2100273
23556.0 2053662
23580.0 1315384
23604.0 1650800
23628.0 1522032
23652.0 1660182
23676.0 1607374
23700.0 1185896
23724.0 2091724
23748.0 1990510
23772.0 1041404
23796.0 1414028
23820.0 1876012
23844.0 1585924
23868.0 1007544
23892.0 1027136
23916.0 1920760
23940.0 1852950
23964.0 1148600
23988.0 1139040
24012.0 1639812
24036.0 1817832
24060.0 1149453
24084.0 1135904
24108.0 1598220
24132.0 1332056
24156.0 1164060
24180.0 1328462
24204.0 1556712
24228.0 1644240
24252.0 1082104
24276.0 827432
24300.0 1490481
24324.0 1399198
24348.0 838708
24372.0 1194276
24396.0 1641068
24420.0 1458944
24444.0 1005140
24468.0 903752
24492.0 1313280
24516.0 1482292
24540.0 1054360
24564.0 1032394
24588.0 1424008
24612.0 1444702
24636.0 769500
24660.0 776040
24684.0 1514454
24708.0 1035678
24732.0 759596
24756.0 1266078
24780.0 1299760
24804.0 1180670
24828.0 777397
24852.0 678000
24876.0 1341668
24900.0 1323182
24924.0 730040
24948.0 875530
24972.0 1244724
24996.0 1195470
25020.0 892620
25044.0 779960
25068.0 1136321
25092.0 1133344
25116.0 668752
25140.0 708580
25164.0 1164864
25188.0 984366
25212.0 635693
25236.0 952120
25260.0 1302680
25284.0 1027510
25308.0 694152
25332.0 798270
25356.0 970428
25380.0 982182
25404.0 647604
25428.0 501776
25452.0 1165216
25476.0 1055472
25500.0 429836
25524.0 835394
25548.0 926536
25572.0 868062
25596.0 797700
25620.0 680088
25644.0 910964
25668.0 770466
25692.0 631840
25716.0 651538
25740.0 936592
25764.0 1022520
25788.0 474744
25812.0 594792
25836.0 1089730
25860.0 769878
25884.0 412672
25908.0 586932
25932.0 864688
25956.0 753160
25980.0 549381
26004.0 582184
26028.0 753584
26052.0 779544
26076.0 523544
26100.0 740860
26124.0 927048
26148.0 646174
26172.0 487052
26196.0 486584
26220.0 707064
26244.0 729420
26268.0 349472
26292.0 516774
26316.0 948724
26340.0 672184
26364.0 372861
26388.0 414000
26412.0 764844
26436.0 683422
26460.0 367308
26484.0 575166
26508.0 598016
26532.0 753456
26556.0 477680
26580.0 342544
26604.0 842788
26628.0 513694
26652.0 264536
26676.0 644344
26700.0 587472
26724.0 441022
26748.0 456721
26772.0 445984
26796.0 621824
26820.0 539432
26844.0 317296
26868.0 418834
26892.0 675352
26916.0 667286
26940.0 393244
26964.0 337136
26988.0 577941
27012.0 451744
27036.0 241368
27060.0 442604
27084.0 535828
27108.0 504680
27132.0 359952
27156.0 399504
27180.0 555352
27204.0 407494
27228.0 212644
27252.0 438054
27276.0 679488
27300.0 353928
27324.0 281044
27348.0 318640
27372.0 497956
27396.0 561882
27420.0 210380
27444.0 346172
27468.0 466456
27492.0 385312
27516.0 288602
27540.0 324136
27564.0 465812
27588.0 366158
27612.0 281728
27636.0 391966
27660.0 445912
27684.0 374880
27708.0 232344
27732.0 205848
27756.0 551857
27780.0 401188
27804.0 98264
27828.0 303452
27852.0 403544
27876.0 353614
27900.0 293352
27924.0 310472
27948.0 349332
27972.0 329320
27996.0 197780
28020.0 261980
28044.0 437268
28068.0 318480
28092.0 185908
28116.0 355792
28140.0 390052
28164.0 213768
28188.0 126488
28212.0 227350
28236.0 401760
28260.0 300176
28284.0 229284
28308.0 253216
28332.0 364080
28356.0 255830
28380.0 132960
28404.0 303980
28428.0 275212
28452.0 293920
28476.0 246516
28500.0 166336
28524.0 307053
28548.0 271700
28572.0 83712
28596.0 192802
28620.0 369656
28644.0 230664
28668.0 146153
28692.0 259072
28716.0 346972
28740.0 213790
28764.0 124720
28788.0 229568
