# This file contains the unique energy values and their degeneracies for the Haldane-Shastry model with system size N=36.
# Columns: energy, degeneracy
 
energy, degeneracy
28812.0 247328
28836.0 225480
28860.0 143416
28884.0 147896
28908.0 327188
28932.0 202856
28956.0 96616
28980.0 230632
29004.0 217136
29028.0 166408
29052.0 159408
29076.0 183008
29100.0 225248
29124.0 233460
29148.0 114520
29172.0 181400
29196.0 303336
29220.0 166984
29244.0 119292
29268.0 125416
29292.0 253352
29316.0 219662
29340.0 36264
29364.0 168866
29388.0 220348
29412.0 159600
29436.0 134854
29460.0 141656
29484.0 244340
29508.0 142000
29532.0 66876
29556.0 243356
29580.0 147820
29604.0 121072
29628.0 150568
29652.0 121512
29676.0 170856
29700.0 91476
29724.0 55960
29748.0 131878
29772.0 252032
29796.0 167120
29820.0 94505
29844.0 160224
29868.0 172676
29892.0 122566
29916.0 79472
29940.0 120590
29964.0 194696
29988.0 151312
30012.0 78788
30036.0 119240
30060.0 158472
30084.0 96662
30108.0 26944
30132.0 130856
30156.0 189924
30180.0 100712
30204.0 70101
30228.0 75904
30252.0 148236
30276.0 148228
30300.0 67200
30324.0 111622
30348.0 162936
30372.0 66896
30396.0 93900
30420.0 124664
30444.0 111653
30468.0 110512
30492.0 34888
30516.0 95288
30540.0 83624
30564.0 95216
30588.0 69677
30612.0 117656
30636.0 198188
30660.0 93430
30684.0 46400
30708.0 91960
30732.0 96152
30756.0 55984
30780.0 66244
30804.0 83744
30828.0 139720
30852.0 105808
30876.0 12996
30900.0 61292
30924.0 110880
30948.0 61832
30972.0 58800
30996.0 134528
31020.0 83836
31044.0 21836
31068.0 50808
31092.0 84856
31116.0 136485
31140.0 80288
31164.0 39004
31188.0 65144
31212.0 88944
31236.0 64078
31260.0 22584
31284.0 66086
31308.0 92908
31332.0 53528
31356.0 69116
31380.0 53072
31404.0 86680
31428.0 75404
31452.0 23104
31476.0 111110
31500.0 98957
31524.0 42120
31548.0 31348
31572.0 40392
31596.0 86876
31620.0 61934
31644.0 10400
31668.0 53286
31692.0 83372
31716.0 45728
31740.0 24485
31764.0 60392
31788.0 71688
31812.0 55392
31836.0 38204
31860.0 55576
31884.0 43036
31908.0 44920
31932.0 68176
31956.0 46640
31980.0 67472
32004.0 40702
32028.0 5664
32052.0 55192
32076.0 69872
32100.0 18528
32124.0 21453
32148.0 75432
32172.0 68864
32196.0 43792
32220.0 24696
32244.0 50936
32268.0 58821
32292.0 33896
32316.0 29236
32340.0 28696
32364.0 68160
32388.0 24008
32412.0 2124
32436.0 65246
32460.0 46316
32484.0 16616
32508.0 25932
32532.0 28240
32556.0 44536
32580.0 23498
32604.0 14108
32628.0 46676
32652.0 60976
32676.0 24912
32700.0 28184
32724.0 43432
32748.0 41249
32772.0 52696
32796.0 15720
32820.0 11134
32844.0 44332
32868.0 18600
32892.0 13164
32916.0 49688
32940.0 38640
32964.0 20504
32988.0 27088
33012.0 44062
33036.0 41660
33060.0 9224
33084.0 13944
33108.0 26152
33132.0 28016
33156.0 31502
33180.0 1224
33204.0 22904
33228.0 38920
33252.0 16984
33276.0 19201
33300.0 18152
33324.0 25784
33348.0 29478
33372.0 11976
33396.0 30840
33420.0 21141
33444.0 16824
33468.0 17720
33492.0 40024
33516.0 47424
33540.0 10776
33564.0 9312
33588.0 24156
33612.0 28940
33636.0 2160
33660.0 8896
33684.0 25424
33708.0 34528
33732.0 14384
33756.0 10080
33780.0 24976
33804.0 16288
33828.0 11104
33852.0 19164
33876.0 27264
33900.0 15136
33924.0 9896
33948.0 264
33972.0 6560
33996.0 36948
34020.0 7376
34044.0 4100
34068.0 26496
34092.0 26284
34116.0 12964
34140.0 5556
34164.0 20984
34188.0 18812
34212.0 5920
34236.0 15932
34260.0 11776
34284.0 24704
34308.0 25484
34332.0 4232
34356.0 24558
34380.0 9952
34404.0 1680
34428.0 10053
34452.0 10208
34476.0 8584
34500.0 12830
34524.0 11128
34548.0 19800
34572.0 16700
34596.0 5632
34620.0 6860
34644.0 6432
34668.0 21360
34692.0 12582
34716.0 828
34740.0 17008
34764.0 5080
34788.0 3552
34812.0 4948
34836.0 16640
34860.0 11840
34884.0 6512
34908.0 6992
34932.0 13208
34956.0 19617
34980.0 1640
35004.0 10668
35028.0 14000
35052.0 12440
35076.0 4192
35100.0 2208
35124.0 6462
35148.0 23704
35172.0 3024
35196.0 1905
35220.0 14640
35244.0 6408
35268.0 3918
35292.0 5472
35316.0 13070
35340.0 8988
35364.0 2208
35388.0 6016
35412.0 3776
35436.0 10560
35460.0 7304
35508.0 9312
35532.0 9048
35556.0 2552
35580.0 900
35604.0 4984
35628.0 9528
35652.0 9544
35676.0 7320
35700.0 10136
35724.0 7452
35748.0 880
35772.0 1976
35796.0 17688
35820.0 4696
35844.0 4656
35868.0 5000
35892.0 5056
35916.0 3172
35940.0 1032
35964.0 3888
35988.0 7200
36012.0 8824
36036.0 4556
36060.0 3216
36084.0 8264
36108.0 5656
36156.0 5188
36180.0 1600
36204.0 4184
36228.0 7136
36300.0 6636
36324.0 640
36348.0 2508
36372.0 10048
36396.0 6672
36444.0 1512
36468.0 9926
36492.0 8724
36540.0 4112
36564.0 3392
36588.0 4400
36612.0 520
36636.0 3168
36660.0 3040
36684.0 6148
36708.0 1224
36732.0 572
36756.0 4528
36780.0 3096
36804.0 3662
36852.0 4656
36876.0 4285
36900.0 1288
36924.0 2352
36948.0 5552
36972.0 1720
36996.0 2046
37044.0 3272
37068.0 5424
37116.0 1288
37140.0 1104
37164.0 2928
37188.0 3566
37212.0 1188
37236.0 6424
37260.0 504
37308.0 5172
37332.0 5392
37356.0 728
37380.0 494
37428.0 3936
37452.0 1152
37500.0 225
37524.0 3472
37548.0 4456
37572.0 2400
37596.0 4384
37644.0 2436
37692.0 412
37716.0 2448
37740.0 3960
37764.0 462
37812.0 1960
37836.0 2296
37908.0 1408
37980.0 1828
38004.0 3048
38028.0 5584
38052.0 328
38076.0 1872
38100.0 1136
38148.0 798
38172.0 2144
38196.0 1352
38220.0 1116
38244.0 320
38292.0 1584
38316.0 1272
38340.0 1164
38388.0 4600
38412.0 2052
38484.0 832
38532.0 1760
38580.0 1440
38604.0 1052
38676.0 1808
38700.0 496
38748.0 1648
38772.0 1120
38796.0 108
38844.0 976
38868.0 3478
38892.0 984
38940.0 640
38988.0 1144
39036.0 648
39060.0 630
39084.0 1392
39108.0 350
39156.0 1512
39180.0 1581
39228.0 2056
39276.0 952
39372.0 1572
39444.0 598
39492.0 112
39540.0 1232
39564.0 312
39612.0 1360
39636.0 880
39684.0 992
39708.0 576
39828.0 1808
39924.0 1296
39948.0 828
40020.0 550
40068.0 270
40116.0 1192
40188.0 29
40284.0 232
40332.0 560
40380.0 520
40404.0 752
40428.0 568
40476.0 432
40524.0 996
40620.0 224
40668.0 1008
40788.0 486
40908.0 668
41028.0 174
41076.0 352
41172.0 672
41220.0 174
41244.0 448
41268.0 808
41460.0 576
41748.0 406
41772.0 120
41868.0 381
41916.0 592
42060.0 476
42300.0 360
42564.0 62
42612.0 360
42708.0 368
42900.0 310
43356.0 124
43404.0 252
43548.0 256
44148.0 128
44244.0 198
44940.0 33
44988.0 136
45780.0 70
46620.0 37
