# This file contains the mean r-statistics values and standard errors for the spin 1 generalized Haldane-Shastry model with arbitrary interaction range α 
 for various parameters in (m,k)=(0,1) for clean systems and m=0 for disordered systems.
# Here N is the system size, hj is the magnetic field strength, δ is the position disorder strength and α is the interaction range parameter.
# Columns: N, hj, δ, α, mean_r_statistic, std_error
 
N, hj, δ, α, mean_r_statistic, std_error
10 0.3 0.5 1.6 0.5283055799061963 0.0001931986430002964
10 0.3 0.5 1.8 0.5265157236991 0.0002904123951594549
10 0.3 0.5 2.0 0.5243751930244764 0.00040067908915283066
10 0.3 0.5 2.2 0.52010409627532 0.0005097058143086277
10 0.3 0.5 2.4 0.5175594606233171 0.0005780095712583624
10 0.3 0.5 2.6 0.513722883675425 0.0006382309878520478
10 0.3 0.5 2.8 0.5108490182687189 0.000713152072152379
10 0.3 0.5 3.0 0.5076786429771885 0.0007517324577872094
10 0.3 0.8 0.0 0.3862514369936212 0.00014998248810704862
10 0.3 0.8 0.2 0.5169225141064673 0.00025756510273045003
10 0.3 0.8 0.4 0.5098338789856309 0.00022293808368734443
10 0.3 0.8 0.6 0.5201898098095397 0.00023464198526341434
10 0.3 0.8 0.8 0.5204457652133812 0.0004818290336104918
10 0.3 0.8 1.0 0.514353030670793 0.0007204557688232901
10 0.3 0.8 1.2 0.5077222152598286 0.0008208067861648294
10 0.3 0.8 1.4 0.5032341599248703 0.0008921946681508606
10 0.3 0.8 1.6 0.4976453318410815 0.000914599388258253
10 0.3 0.8 1.8 0.49428038823802145 0.0009483969110643133
10 0.3 0.8 2.0 0.492088345394648 0.0009596530897820965
10 0.3 0.8 2.2 0.4870466346121363 0.0009639704835618421
10 0.3 0.8 2.4 0.4848164655859506 0.0009751098779184967
10 0.3 0.8 2.6 0.48244885681522276 0.0009654625555982119
10 0.3 0.8 2.8 0.47933880554324787 0.0009830099547925308
10 0.3 0.8 3.0 0.47958742247337194 0.000955191528304471
10 0.3 1.0 0.0 0.38625900323533463 0.0001433676111996851
10 0.3 1.0 0.2 0.506330296854056 0.0005180088009322316
10 0.3 1.0 0.4 0.5050343526631949 0.0003774862994650699
10 0.3 1.0 0.6 0.509222743429995 0.000663896686807215
10 0.3 1.0 0.8 0.5030482156782365 0.0008862849379964215
10 0.3 1.0 1.0 0.4944888892153301 0.0009744572306143435
10 0.3 1.0 1.2 0.4905342308807191 0.001000595187461034
10 0.3 1.0 1.4 0.4871122526607308 0.0010060788630679033
10 0.3 1.0 1.6 0.4823812105393699 0.000984332746970791
10 0.3 1.0 1.8 0.4837625399171252 0.001006060635828423
10 0.3 1.0 2.0 0.48010284760377053 0.0009974486596184592
10 0.3 1.0 2.2 0.4788121718668452 0.0009980422125692395
10 0.3 1.0 2.4 0.47560651772811646 0.0009809987005066404
10 0.3 1.0 2.6 0.4759458334908796 0.0009805608216122892
10 0.3 1.0 2.8 0.47227847987432225 0.0009689881480995554
10 0.3 1.0 3.0 0.47137505613190767 0.0009498277214993322
10 0.5 0.0 0.0 0.3861964635227997 0.00014047114553847177
10 0.5 0.0 0.2 0.5195362952375004 0.00019510741658436653
10 0.5 0.0 0.4 0.5108759672920901 0.0003028746845841167
10 0.5 0.0 0.6 0.5156835506644165 0.00024144861044869686
10 0.5 0.0 0.8 0.5220272024577719 0.00016525946187895363
10 0.5 0.0 1.0 0.5250063483955274 0.0001314025851835054
10 0.5 0.0 1.2 0.527108058057842 0.0001124703122100476
10 0.5 0.0 1.4 0.5286162463343351 0.00010584351674679104
10 0.5 0.0 1.6 0.5290102971167085 0.00010473258463445451
10 0.5 0.0 1.8 0.5293665862587618 0.00010479130095243689
10 0.5 0.0 2.0 0.5293206503841233 0.00010387364851557994
10 0.5 0.0 2.2 0.5298981045277501 0.00010037442532819058
10 0.5 0.0 2.4 0.5298490092732872 0.00010142756854552961
10 0.5 0.0 2.6 0.5299824658067602 0.00010128528829875382
10 0.5 0.0 2.8 0.5300175831052539 0.00010694840876878582
10 0.5 0.0 3.0 0.5301077681753434 0.00010113577940135553
10 0.5 0.1 0.0 0.386244564822793 0.00013088371904113977
10 0.5 0.1 0.2 0.522052298938975 0.0001354344393629173
10 0.5 0.1 0.4 0.5157318832648077 0.0001620249846135138
10 0.5 0.1 0.6 0.5209178651608053 0.00011788562434009526
10 0.5 0.1 0.8 0.5258603452353996 0.00011096218517015793
10 0.5 0.1 1.0 0.52808712079361 0.00010243978725027402
10 0.5 0.1 1.2 0.528905484757777 0.0001030863634513925
10 0.5 0.1 1.4 0.5295674347587136 0.00010601488173587022
10 0.5 0.1 1.6 0.5299693729194555 0.00010232600902461819
10 0.5 0.1 1.8 0.5299102377910343 9.964674862545063e-5
10 0.5 0.1 2.0 0.5300788727894605 0.00010186369917749153
10 0.5 0.1 2.2 0.5301407458286622 0.00010279154415498999
10 0.5 0.1 2.4 0.530173668079768 0.00010107030845537472
10 0.5 0.1 2.6 0.5301696960005462 9.970491166946744e-5
10 0.5 0.1 2.8 0.5303955983027133 0.00010266646456992686
10 0.5 0.1 3.0 0.5302125639619493 9.99887510684198e-5
10 0.5 0.3 0.0 0.38612322955957856 0.00012347222130445256
10 0.5 0.3 0.2 0.5239493406650076 0.0001157614313212828
10 0.5 0.3 0.4 0.5187635257840977 0.00012901337524495713
10 0.5 0.3 0.6 0.523624918670627 0.0001197105611299914
10 0.5 0.3 0.8 0.5280767754354005 0.00010494217552391712
10 0.5 0.3 1.0 0.529403181971775 0.00010174735787276655
10 0.5 0.3 1.2 0.5299872085572541 0.00010179153404219437
10 0.5 0.3 1.4 0.5303062295843562 0.00010513909501258825
10 0.5 0.3 1.6 0.5301888805391439 0.0001017745988120205
10 0.5 0.3 1.8 0.5304690738707559 0.00010399595033668762
10 0.5 0.3 2.0 0.5301480072186988 0.00010433819117314142
10 0.5 0.3 2.2 0.530274835090119 0.00010163155243143351
10 0.5 0.3 2.4 0.5302049418396753 0.00010176054232474557
10 0.5 0.3 2.6 0.5302604732738294 0.00010151184724105338
10 0.5 0.3 2.8 0.5302369687145935 9.94150984558306e-5
10 0.5 0.3 3.0 0.5299136700141288 0.00010663064159780807
10 0.5 0.5 0.0 0.38622039845362877 0.0001384358290072
10 0.5 0.5 0.2 0.524221276922235 0.0001137313467056741
10 0.5 0.5 0.4 0.5183478344441002 0.00012832608206240982
10 0.5 0.5 0.6 0.5244070662810166 0.0001199292810950024
10 0.5 0.5 0.8 0.5285004420281723 0.00011190936355252012
10 0.5 0.5 1.0 0.529628636840396 0.00010280320073076975
10 0.5 0.5 1.2 0.5298908498604394 0.00010076073783285844
10 0.5 0.5 1.4 0.5298476003454414 0.00011255863840897753
10 0.5 0.5 1.6 0.5291136558056786 0.00017328847314804582
10 0.5 0.5 1.8 0.5278544588971168 0.00025277525067926777
10 0.5 0.5 2.0 0.5252932180802413 0.0003436503729878459
10 0.5 0.5 2.2 0.5234488408376451 0.0004147537310504448
10 0.5 0.5 2.4 0.5200783749794242 0.0005134881945044539
10 0.5 0.5 2.6 0.5168482487546648 0.0005983390855399379
10 0.5 0.5 2.8 0.5135302209197845 0.0006770532216788696
10 0.5 0.5 3.0 0.5090732780187126 0.000738030413782677
10 0.5 0.8 0.0 0.3861179584026172 0.0001636220781482471
10 0.5 0.8 0.2 0.520430792582779 0.00022226650222576883
10 0.5 0.8 0.4 0.5150876928803811 0.00019921620022237844
10 0.5 0.8 0.6 0.5234239651780972 0.0001724756612831255
10 0.5 0.8 0.8 0.5247716369628843 0.0003181370958823828
10 0.5 0.8 1.0 0.5181566842311929 0.0006254871215243118
10 0.5 0.8 1.2 0.5104960907248802 0.0007963461717385611
10 0.5 0.8 1.4 0.5059548854458151 0.0008666783390446433
10 0.5 0.8 1.6 0.5009859110529856 0.0008998494206332829
10 0.5 0.8 1.8 0.49802142147177814 0.0009166309329081009
10 0.5 0.8 2.0 0.49324356217075693 0.0009612723309323709
10 0.5 0.8 2.2 0.49038024081543036 0.0010018588094160294
10 0.5 0.8 2.4 0.48684300615686044 0.0009968123955503812
10 0.5 0.8 2.6 0.4825540373490419 0.0009722107591956271
10 0.5 0.8 2.8 0.48307014232957113 0.0009684990330123038
10 0.5 0.8 3.0 0.4808184801522374 0.0009928299007105747
10 0.5 1.0 0.0 0.38602697939428765 0.0001266192497098534
10 0.5 1.0 0.2 0.5127662888624551 0.00042621597354397956
10 0.5 1.0 0.4 0.5116793187799091 0.00032883609918988465
10 0.5 1.0 0.6 0.5160302386182309 0.0005258175245259516
10 0.5 1.0 0.8 0.5106549635308593 0.000762226064330019
10 0.5 1.0 1.0 0.501332199592104 0.0009150844556103245
10 0.5 1.0 1.2 0.4957203515842017 0.0009548561749948734
10 0.5 1.0 1.4 0.4912932592275535 0.0009721915075337352
10 0.5 1.0 1.6 0.4867671172831552 0.0009955158611713159
10 0.5 1.0 1.8 0.48433116849210534 0.0010399842212745105
10 0.5 1.0 2.0 0.48191293362461474 0.000981526691463829
10 0.5 1.0 2.2 0.480343306046363 0.0009718930591912176
10 0.5 1.0 2.4 0.47908079800479464 0.0009864102150883094
10 0.5 1.0 2.6 0.47434710146531556 0.0009898425973089348
10 0.5 1.0 2.8 0.47535048326514917 0.0009671601423644144
10 0.5 1.0 3.0 0.4723406211328875 0.0009484615700207066
10 0.8 0.0 0.0 0.38612385369148045 0.00016426153841321814
10 0.8 0.0 0.2 0.5235028606726558 0.00012435343053793872
10 0.8 0.0 0.4 0.5213524163804453 0.00016988397680167173
10 0.8 0.0 0.6 0.5234354031834785 0.00014080719701276193
10 0.8 0.0 0.8 0.5266521984199269 0.0001240526029815735
10 0.8 0.0 1.0 0.5283186309836099 0.00010528167645693166
10 0.8 0.0 1.2 0.5288416295448933 0.00010881860054944211
10 0.8 0.0 1.4 0.5298436316966405 9.996064035151264e-5
10 0.8 0.0 1.6 0.5297431478774102 0.00010182874953261971
10 0.8 0.0 1.8 0.5300286015968987 0.00010050442411394931
10 0.8 0.0 2.0 0.5300691651615774 0.00010049056366873846
10 0.8 0.0 2.2 0.5302376068870454 0.00010235205832365278
10 0.8 0.0 2.4 0.530246315288335 9.967204451394138e-5
10 0.8 0.0 2.6 0.530297388442514 0.0001021912002949476
